character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
半島	1226	9999999		2	bán đảo	peninsula				
半島	2950	9999999		2	bán đảo	peninsula				
半輔音	1227	9999999		3	bán phụ âm	semi-consonant				
半輔音	3303	9999999		3	bán phụ âm	semi-consonant				
半輔音	3499	9999999		3	bán phụ âm	semi-consonant				
分類	1235	9999999		2	phân loại	to classify; classification				
分類	1404	9999999		2	phân loại	to classify; classification				
品類	1237	9999999		2	phẩm loại	grade, quality				
品類	3048	9999999		2	phẩm loại	grade, quality				
都𩈘	1247	9999999		2	đủ mặt	in full attendance				
都𩈘	1859	9999999		2	đủ mặt	in full attendance				
𨷑𩈘	1248	9999999		2	mở mặt	to be better off				
𨷑𩈘	2086	9999999		2	mở mặt	to be better off				
認𩈘	1250	9999999		2	nhận mặt	to identify, to reveal				
認𩈘	1331	9999999		2	nhận mặt	to identify, to reveal				
夾𩈘	1252	9999999		2	giáp mặt	face to face				
夾𩈘	3657	9999999		2	giáp mặt	face to face				
𩈘𡗶	1253	9999999		2	mặt trời	sun				
𩈘𡗶	1726	9999999		2	mặt trời	sun				
徐䀡	1255	9999999		2	chờ xem	to wait and see				
徐䀡	2921	9999999		2	chờ xem	to wait and see				
𢞂情	1261	9999999		2	buồn tình	bored				
𢞂情	2171	9999999		2	buồn tình	bored				
恩情	1262	9999999		2	ân tình	with deep gratitude				
恩情	3578	9999999		2	ân tình	with deep gratitude				
焒情	1263	9999999		2	lửa tình	ardent zeal				
焒情	3010	9999999		2	lửa tình	ardent zeal				
景情	1264	9999999		2	cảnh tình	situation, condition, circumstances				
景情	2476	9999999		2	cảnh tình	situation, condition, circumstances				
情恩	1265	9999999		2	tình ân	deep feeling of gratitude				
情恩	3579	9999999		2	tình ân	deep feeling of gratitude				
外交	1272	9999999		2	ngoài giao	diplomacy				
外交	3246	9999999		2	ngoài giao	diplomacy				
外𠰘	1273	9999999		2	ngoài miệng	lip service				
外𠰘	3299	9999999		2	ngoài miệng	lip service				
家庭边内	1276	9999999		4	gia đình bên nội	family on the paternal (father's) side				
家庭边内	2233	9999999		4	gia đình bên nội	family on the paternal (father's) side				
家庭边内	2576	9999999		4	gia đình bên nội	family on the paternal (father's) side				
家庭边内	3551	9999999		4	gia đình bên nội	family on the paternal (father's) side				
边賴	1278	9999999		2	bên trái	on the left side				
边賴	2049	9999999		2	bên trái	on the left side				
堆边	1279	9999999		2	đôi bên	both sides				
堆边	2385	9999999		2	đôi bên	both sides				
𠹲牢	1286	9999999		2	chứ sao	(suggestive) or how else ...? certainly! of course!				
𠹲牢	1942	9999999		2	chứ sao	(suggestive) or how else ...? certainly! of course!				
庄牢	1287	9999999		2	chẳng sao	it doesn't matter, never mind				
庄牢	1664	9999999		2	chẳng sao	it doesn't matter, never mind				
𣋀閻王	1290	9999999		3	sao Điêm vương	Pluto				
𣋀閻王	2687	9999999		3	sao Điêm vương	Pluto				
𣋀海王	1291	9999999		3	sao hải vương	Neptune				
𣋀海王	2689	9999999		3	sao hải vương	Neptune				
𣋀海王	2757	9999999		3	sao hải vương	Neptune				
𣋀天王	1292	9999999		3	sao thiên vương	Uranus				
𣋀天王	2690	9999999		3	sao thiên vương	Uranus				
𣋀天王	2775	9999999		3	sao thiên vương	Uranus				
𣋀土	1293	9999999		2	sao thổ	Saturn				
𣋀土	3617	9999999		2	sao thổ	Saturn				
𣋀木	1294	9999999		2	Sao Mộc	Jupiter				
𣋀火	1295	9999999		2	sao hoả	Mars				
𣋀火	3751	9999999		2	sao hoả	Mars				
𣋀金	1296	9999999		2	Sao Kim	Venus				
𣋀金	1801	9999999		2	Sao Kim	Venus				
𣋀水	1297	9999999		2	sao thuỷ	Mercury (planet)				
𣋀水	3230	9999999		2	sao thuỷ	Mercury (planet)				
𣋀天狼	1298	9999999		3	Sao Thiên Lang	Sirius				
𣋀天狼	2776	9999999		3	Sao Thiên Lang	Sirius				
𣋀北极	1299	9999999		3	Sao Bắc cực	North Star,Polaris				
𣋀北极	1544	9999999		3	Sao Bắc cực	North Star,Polaris				
𣋀北斗	1300	9999999		3	Sao Bắc Đẩu	Big Dipper				
𣋀北斗	1545	9999999		3	Sao Bắc Đẩu	Big Dipper				
𣋀北斗	3337	9999999		3	Sao Bắc Đẩu	Big Dipper				
𨖅張	1308	9999999		2	sang trang	to turn over a page				
𨖅張	1780	9999999		2	sang trang	to turn over a page				
𠳐𠳒	1315	9999999		2	vâng lời	to obey, to comply with				
𠳐𠳒	3762	9999999		2	vâng lời	to obey, to comply with				
拖𠳒	1316	9999999		2	đỡ lời	to speak for (someone), to deliver a message				
拖𠳒	3066	9999999		2	đỡ lời	to speak for (someone), to deliver a message				
𡨹𠳒	1318	9999999		2	giữ lời	to keep one's word				
𡨹𠳒	1703	9999999		2	giữ lời	to keep one's word				
𠃣𠳒	1319	9999999		2	ít lời	uncommunicative, ineloquent				
𠃣𠳒	2437	9999999		2	ít lời	uncommunicative, ineloquent				
歇唏	1321	9999999		2	hết hơi	out of breath, breathless				
歇唏	2831	9999999		2	hết hơi	out of breath, breathless				
歇务	1324	9999999		2	hết mùa	out of season				
歇务	1651	9999999		2	hết mùa	out of season				
傳聲	1339	9999999		2	truyền thanh	radio				
傳聲	1507	9999999		2	truyền thanh	radio				
回聲	1340	9999999		2	hồi thanh	echo				
回聲	2362	9999999		2	hồi thanh	echo				
青天	1343	9999999		2	thanh thiên	blue sky, clear sky				
青天	2774	9999999		2	thanh thiên	blue sky, clear sky				
青龍	1344	9999999		2	thanh long	The Azure Dragon (representing the east)				
青龍	2069	9999999		2	thanh long	The Azure Dragon (representing the east)				
清心	1348	9999999		2	thanh tâm	pure mind				
清心	1525	9999999		2	thanh tâm	pure mind				
今古	1351	9999999		2	kim cổ	the present and the past				
今古	1804	9999999		2	kim cổ	the present and the past				
音樂古典	1352	9999999		4	âm nhạc cổ điển	classical music				
音樂古典	1843	9999999		4	âm nhạc cổ điển	classical music				
音樂古典	3491	9999999		4	âm nhạc cổ điển	classical music				
音樂古典	3533	9999999		4	âm nhạc cổ điển	classical music				
蒙古	1353	9999999		2	Mông Cổ	Mongolia				
古都	1356	9999999		2	cổ đô	ancient capital				
古都	1860	9999999		2	cổ đô	ancient capital				
𢚸卒	1360	9999999		2	lòng tốt	kind, kindness				
𢚸卒	1710	9999999		2	lòng tốt	kind, kindness				
𢞂𢚸	1361	9999999		2	buồn lòng	melancholic, heavy-hearted				
𢞂𢚸	2169	9999999		2	buồn lòng	melancholic, heavy-hearted				
焒𢚸	1362	9999999		2	lửa lòng	lust, desire				
焒𢚸	3011	9999999		2	lửa lòng	lust, desire				
𧁷𢚸	1363	9999999		2	khó lòng	unlikely				
𧁷𢚸	2505	9999999		2	khó lòng	unlikely				
屬𢚸	1366	9999999		2	thuộc lòng	(to know or learn something) by heart				
屬𢚸	1759	9999999		2	thuộc lòng	(to know or learn something) by heart				
𡨹𢚸	1368	9999999		2	giữ lòng	to take care of ones heart				
𡨹𢚸	1704	9999999		2	giữ lòng	to take care of ones heart				
𣦍𥐉	1375	9999999		2	ngay ngắn	neat, tidy				
𣦍𥐉	2673	9999999		2	ngay ngắn	neat, tidy				
𧵆賖	1378	9999999		2	gần xa	near and far, everywhere				
𧵆賖	1530	9999999		2	gần xa	near and far, everywhere				
日用	1382	9999999		2	nhật dụng	for everyday use				
日用	1832	9999999		2	nhật dụng	for everyday use				
通用	1383	9999999		2	thông dụng	common use, commonly used				
通用	2594	9999999		2	thông dụng	common use, commonly used				
分𤖹	1401	9999999		2	phân lớp	subclass				
分𤖹	2332	9999999		2	phân lớp	subclass				
分𢺺	1402	9999999		2	phân chia	to divide				
分𢺺	3182	9999999		2	phân chia	to divide				
分佈	1403	9999999		2	phân bố	to distribute, to dispose				
分佈	2766	9999999		2	phân bố	to distribute, to dispose				
合分	1407	9999999		2	hợp phần	constituent, component				
合分	3215	9999999		2	hợp phần	constituent, component				
口分	1408	9999999		2	khẩu phần	ration				
口分	3573	9999999		2	khẩu phần	ration				
分子	1410	9999999		2	phần tử	element				
分子	2610	9999999		2	phần tử	element				
玉女	1416	9999999		2	ngọc nữ	beautiful girl; fairy				
玉女	2054	9999999		2	ngọc nữ	beautiful girl; fairy				
海關	1434	9999999		2	hải quan	customs, customs duty office				
海關	2752	9999999		2	hải quan	customs, customs duty office				
關心	1435	9999999		2	quan tâm	to care about sth., to be interested in sth./so.				
關心	1528	9999999		2	quan tâm	to care about sth., to be interested in sth./so.				
觀音	1439	9999999		2	quan âm	Quan Am, goddess of mercy				
觀音	3492	9999999		2	quan âm	Quan Am, goddess of mercy				
湖水	1447	9999999		2	hồ thuỷ	pale blue				
湖水	3231	9999999		2	hồ thuỷ	pale blue				
論拠	1450	9999999		2	luận cứ	foundation (of a thesis), basis of argumentation				
論拠	3697	9999999		2	luận cứ	foundation (of a thesis), basis of argumentation				
拠點	1451	9999999		2	cứ điểm	entrenched fortification				
拠點	1699	9999999		2	cứ điểm	entrenched fortification				
务春	1457	9999999		2	mùa xuân	spring (season)				
务春	1648	9999999		2	mùa xuân	spring (season)				
回春	1458	9999999		2	hồi xuân	change of life, menopause				
回春	2361	9999999		2	hồi xuân	change of life, menopause				
感𢣂	1463	9999999		2	cảm nghĩ	feelings, impressions, sentiment				
感𢣂	3025	9999999		2	cảm nghĩ	feelings, impressions, sentiment				
𧁷𢣂	1464	9999999		2	khó nghĩ	to be at a loss				
𧁷𢣂	2506	9999999		2	khó nghĩ	to be at a loss				
𢣂䏾	1465	9999999		2	nghĩ bụng	to think to oneself				
𢣂䏾	2533	9999999		2	nghĩ bụng	to think to oneself				
紙報	1470	9999999		2	giấy báo	newsprint				
紙報	2861	9999999		2	giấy báo	newsprint				
𣷷日本	1474	9999999		3	biển nhật bản	sea of japan				
𣷷日本	1834	9999999		3	biển nhật bản	sea of japan				
𣷷日本	1957	9999999		3	biển nhật bản	sea of japan				
日本	1475	9999999		2	nhật bản	Japan; japanese				
日本	1835	9999999		2	nhật bản	Japan; japanese				
大本營	1476	9999999		3	đại bản doanh	headquarters, head office				
大本營	1603	9999999		3	đại bản doanh	headquarters, head office				
大本營	3743	9999999		3	đại bản doanh	headquarters, head office				
本營	1477	9999999		2	bản doanh	headquarters, head office				
本營	3745	9999999		2	bản doanh	headquarters, head office				
感傷	1489	9999999		2	cảm thương	to feel pity for				
感傷	3024	9999999		2	cảm thương	to feel pity for				
𢖵傷	1490	9999999		2	nhớ thương	to grieve for				
𢖵傷	1733	9999999		2	nhớ thương	to grieve for				
總統	1495	9999999		2	Tổng thống	president				
總統	2082	9999999		2	Tổng thống	president				
總面積	1496	9999999		3	tổng diện tích	total area				
撑蘿𣘃	1499	9999999		3	xanh lá cây	green				
撑蘿𣘃	2583	9999999		3	xanh lá cây	green				
撑蘿𣘃	2668	9999999		3	xanh lá cây	green				
楛𣘃	1501	9999999		2	gỗ cây	rough timber				
楛𣘃	3242	9999999		2	gỗ cây	rough timber				
核仁	1503	9999999		2	hạch nhân	nucleolus				
核仁	2022	9999999		2	hạch nhân	nucleolus				
𢖵𠁀	1513	9999999		2	nhớ đời	remember (something) all one's life				
𢖵𠁀	1730	9999999		2	nhớ đời	remember (something) all one's life				
𦓅𠁀	1514	9999999		2	già đời	for many years of life, the whole life				
𦓅𠁀	2639	9999999		2	già đời	for many years of life, the whole life				
犯法	1517	9999999		2	phạm pháp	to break the law				
犯法	2645	9999999		2	phạm pháp	to break the law				
法治	1518	9999999		2	pháp trị	rule of law				
法治	3094	9999999		2	pháp trị	rule of law				
法權	1520	9999999		2	pháp quyền	rule of law, jurisdiction				
法權	2622	9999999		2	pháp quyền	rule of law, jurisdiction				
法屬	1521	9999999		2	pháp thuộc	French domination				
法屬	1763	9999999		2	pháp thuộc	French domination				
𤎜眜	1538	9999999		2	sáng mắt	to see clearly, to realize				
𤎜眜	1978	9999999		2	sáng mắt	to see clearly, to realize				
𡦂眜	1539	9999999		2	chữ mắt	difficult character				
𡦂眜	1953	9999999		2	chữ mắt	difficult character				
價眜	1540	9999999		2	giá mắt	high price, high value				
價眜	1587	9999999		2	giá mắt	high price, high value				
𤯆眜	1541	9999999		2	ngon mắt	pleasant to the eye, appealing				
𤯆眜	3460	9999999		2	ngon mắt	pleasant to the eye, appealing				
北冰洋	1543	9999999		3	Bắc Băng Dương	Arctic Ocean				
北冰洋	2351	9999999		3	Bắc Băng Dương	Arctic Ocean				
北斗七星	1546	9999999		4	Bắc Đẩu thất tinh	Big Dipper				
北斗七星	3338	9999999		4	Bắc Đẩu thất tinh	Big Dipper				
北斗七星	3378	9999999		4	Bắc Đẩu thất tinh	Big Dipper				
北京	1548	9999999		2	Bắc Kinh	Beijing, Peking				
𪰂北	1549	9999999		2	phía bắc	north, to the north				
𪰂北	1997	9999999		2	phía bắc	north, to the north				
北美	1550	9999999		2	Bắc Mỹ	North America				
北美	3871	9999999		2	Bắc Mỹ	North America				
沔北	1552	9999999		2	miền bắc	northern region; northern Vietnam				
沔北	1754	9999999		2	miền bắc	northern region; northern Vietnam				
𧆄北	1553	9999999		2	thuốc bắc	Chinese herbs				
𧆄北	2554	9999999		2	thuốc bắc	Chinese herbs				
英明	1557	9999999		2	anh minh	sagely, wise, gifted, capable				
英明	3665	9999999		2	anh minh	sagely, wise, gifted, capable				
精明	1558	9999999		2	tinh minh	clear				
精明	3374	9999999		2	tinh minh	clear				
元音	1561	9999999		2	nguyên âm	vowel				
元音	3493	9999999		2	nguyên âm	vowel				
紀元	1563	9999999		2	kỷ nguyên	era, epoch				
紀元	3876	9999999		2	kỷ nguyên	era, epoch				
二元	1564	9999999		2	nhị nguyên	dual, binary				
二元	3679	9999999		2	nhị nguyên	dual, binary				
源𤎜	1566	9999999		2	nguồn sáng	light source				
源𤎜	1977	9999999		2	nguồn sáng	light source				
詞源	1567	9999999		2	từ nguyên	etymology, word origin				
詞源	3727	9999999		2	từ nguyên	etymology, word origin				
西原	1570	9999999		2	Tây Nguyên	Tây Nguyên plateau				
西原	1877	9999999		2	Tây Nguyên	Tây Nguyên plateau				
太原	1571	9999999		2	Thái Nguyên	Thái Nguyên province				
太原	2312	9999999		2	Thái Nguyên	Thái Nguyên province				
四海	1575	9999999		2	tư hải	the world (lit. "four oceans"), cf. 𦊚𣷷				
四海	2762	9999999		2	tư hải	the world (lit. "four oceans"), cf. 𦊚𣷷				
下價	1589	9999999		2	hạ giá	to lower the price; to debase				
下價	3135	9999999		2	hạ giá	to lower the price; to debase				
噠價	1590	9999999		2	đặt giá	to fix a price				
噠價	1887	9999999		2	đặt giá	to fix a price				
洲大洋	1598	9999999		3	Châu Đại Dương	Oceania				
洲大洋	1811	9999999		3	Châu Đại Dương	Oceania				
洲大洋	2348	9999999		3	Châu Đại Dương	Oceania				
大西洋	1599	9999999		3	Đại Tây Dương	Atlantic Ocean				
大西洋	1876	9999999		3	Đại Tây Dương	Atlantic Ocean				
大西洋	2349	9999999		3	Đại Tây Dương	Atlantic Ocean				
加拿大	1601	9999999		3	Gia Nã Đại	Canada				
加拿大	2244	9999999		3	Gia Nã Đại	Canada				
大陸	1602	9999999		2	đại lục	continent				
大營	1604	9999999		2	đại doanh	headquarters, head office				
大營	3744	9999999		2	đại doanh	headquarters, head office				
大儒	1605	9999999		2	đại nho	great scholar				
大儒	3838	9999999		2	đại nho	great scholar				
近代	1610	9999999		2	cận đại	modern (times)				
近代	3715	9999999		2	cận đại	modern (times)				
庄包𣇞	1616	9999999		3	chẳng bao giờ	never				
庄包𣇞	1659	9999999		3	chẳng bao giờ	never				
庄包𣇞	3072	9999999		3	chẳng bao giờ	never				
𣇞𥹰	1619	9999999		2	giờ lâu	a long while				
𣇞𥹰	1920	9999999		2	giờ lâu	a long while				
牟𦘧	1625	9999999		2	màu vẽ	paint				
牟𦘧	1672	9999999		2	màu vẽ	paint				
輪𠰘	1628	9999999		2	luôn miệng	to talk incessantly				
輪𠰘	3295	9999999		2	luôn miệng	to talk incessantly				
公司	1630	9999999		2	công ty	company, corporation				
公司	2102	9999999		2	công ty	company, corporation				
伯𡛔	1633	9999999		2	bác gái	one's father's elder sister-in-law				
伯𡛔	2457	9999999		2	bác gái	one's father's elder sister-in-law				
造化	1638	9999999		2	tạo hoá	the creator				
造化	2491	9999999		2	tạo hoá	the creator				
建造	1639	9999999		2	kiến tạo	tectonic				
𣋚箕	1644	9999999		2	hôm kia	the day before yesterday				
𣋚箕	1646	9999999		2	hôm kia	the day before yesterday, two days ago				
𣋚箕	2447	9999999		2	hôm kia	the day before yesterday				
𣋚箕	2450	9999999		2	hôm kia	the day before yesterday, two days ago				
𣋚𠸗	1645	9999999		2	hôm xưa	one long past day				
𣋚𠸗	2567	9999999		2	hôm xưa	one long past day				
䬔务	1649	9999999		2	gió mùa	monsoon				
䬔务	2917	9999999		2	gió mùa	monsoon				
务秋	1652	9999999		2	mùa thu	autumn				
务秋	1966	9999999		2	mùa thu	autumn				
庄他	1662	9999999		2	chẳng thà	rather, better				
庄他	3633	9999999		2	chẳng thà	rather, better				
喂推	1667	9999999		2	ôi thôi	alas				
喂推	3755	9999999		2	ôi thôi	alas				
牟綠	1670	9999999		2	màu lục	green; green color				
牟綠	2983	9999999		2	màu lục	green; green color				
牟黰	1671	9999999		2	màu đen	black color				
牟黰	2716	9999999		2	màu đen	black color				
𢲧戰	1674	9999999		2	gây chiến	to provoke a war; to be a warmonger				
𢲧戰	3004	9999999		2	gây chiến	to provoke a war; to be a warmonger				
𢲧𥩯	1676	9999999		2	gây dựng	to found, to stablish				
𢲧𥩯	2968	9999999		2	gây dựng	to found, to stablish				
引解	1680	9999999		2	dẫn giải	to insert glosses, add marginal notes				
引解	2901	9999999		2	dẫn giải	to insert glosses, add marginal notes				
解義	1681	9999999		2	giải nghĩa	to explain				
解義	1904	9999999		2	giải nghĩa	to explain				
人德	1686	9999999		2	nhân đức	humane				
人德	2016	9999999		2	nhân đức	humane				
嗣德	1690	9999999		2	Tự Đức	Emperor Tu Duc				
指點	1697	9999999		2	chỉ điểm	to pinpoint, to inform, to indicate				
指點	2808	9999999		2	chỉ điểm	to pinpoint, to inform, to indicate				
𡨹𠰘	1705	9999999		2	giữ miệng	to be cautious in one's words, to hold one's tongue				
𡨹𠰘	3298	9999999		2	giữ miệng	to be cautious in one's words, to hold one's tongue				
𡨹𡊲	1706	9999999		2	giữ chỗ	to occupy a seat				
𡨹𡊲	2273	9999999		2	giữ chỗ	to occupy a seat				
教務	1717	9999999		2	giáo vụ	educational administration				
教務	3365	9999999		2	giáo vụ	educational administration				
𢘾𡗶	1722	9999999		2	nhờ trời	thank heaven!				
𢘾𡗶	2223	9999999		2	nhờ trời	thank heaven!				
撑䏧𡗶	1723	9999999		3	xanh da trời	sky blue; azure				
撑䏧𡗶	2613	9999999		3	xanh da trời	sky blue; azure				
撑䏧𡗶	2669	9999999		3	xanh da trời	sky blue; azure				
𡗶𩅹	1724	9999999		2	trời mưa	rainy weather				
𡗶𩅹	2954	9999999		2	trời mưa	rainy weather				
呌𡗶	1725	9999999		2	kêu trời	to implore God, to beseech God, to pray for help				
呌𡗶	3468	9999999		2	kêu trời	to implore God, to beseech God, to pray for help				
𢖵惜	1734	9999999		2	nhớ tiếc	to think with deep regret of				
𢖵惜	3341	9999999		2	nhớ tiếc	to think with deep regret of				
𦣰迷	1740	9999999		2	nằm mê	to dream, to have a dream (while sleeping)				
𦣰迷	3283	9999999		2	nằm mê	to dream, to have a dream (while sleeping)				
回想	1749	9999999		2	hồi tưởng	to remember, to recall				
回想	1750	9999999		2	hồi tưởng	to remember, to recall				
回想	2359	9999999		2	hồi tưởng	to remember, to recall				
回想	2360	9999999		2	hồi tưởng	to remember, to recall				
䏧屬	1761	9999999		2	da thuộc	leather				
䏧屬	2614	9999999		2	da thuộc	leather				
後屬地	1762	9999999		3	hậu thuộc địa	post-colonial				
後屬地	3423	9999999		3	hậu thuộc địa	post-colonial				
後屬地	3613	9999999		3	hậu thuộc địa	post-colonial				
屬性	1764	9999999		2	thuộc tính	attribute, property				
輔注	1768	9999999		2	phụ chú	to annotate				
輔注	3306	9999999		2	phụ chú	to annotate				
排講	1775	9999999		2	bài giảng	lectures				
𨑻𨖅	1778	9999999		2	đem sang	to carry over				
𨑻𨖅	2790	9999999		2	đem sang	to carry over				
𩵜鐄	1783	9999999		2	cá vàng	goldfish				
𩵜鐄	2870	9999999		2	cá vàng	goldfish				
鐄西	1784	9999999		2	vàng tây	gold and copper alloy				
鐄西	1883	9999999		2	vàng tây	gold and copper alloy				
上旬	1787	9999999		2	thượng tuần	first ten days of a month				
上旬	2907	9999999		2	thượng tuần	first ten days of a month				
眾𠋥	1791	9999999		2	chúng mày	you (plural, informal)				
眾𠋥	2936	9999999		2	chúng mày	you (plural, informal)				
𣛠𠖤	1793	9999999		2	máy bay	airplane				
𣛠𠖤	2261	9999999		2	máy bay	airplane				
打𣛠	1794	9999999		2	đánh máy	to type (on a typewriter)				
打𣛠	2426	9999999		2	đánh máy	to type (on a typewriter)				
紙打𣛠	1795	9999999		3	giấy đánh máy	typing paper, flimsy paper				
紙打𣛠	2428	9999999		3	giấy đánh máy	typing paper, flimsy paper				
紙打𣛠	2860	9999999		3	giấy đánh máy	typing paper, flimsy paper				
白金	1797	9999999		2	bạch kim	platinum				
合金	1798	9999999		2	hợp kim	alloy				
合金	3210	9999999		2	hợp kim	alloy				
金英	1799	9999999		2	kim anh	cherokee rose				
金英	3666	9999999		2	kim anh	cherokee rose				
亞洲	1807	9999999		2	á châu	Asia				
亞洲	2875	9999999		2	á châu	Asia				
非洲	1808	9999999		2	Phi Châu	Africa				
洲澳	1810	9999999		2	Châu Úc	Australia ( continent)				
满洲	1812	9999999		2	Mãn Châu	Manchuria				
洲歐	1813	9999999		2	châu âu	Europe				
洲歐	3119	9999999		2	châu âu	Europe				
洲亞	1814	9999999		2	châu á	Asia				
洲亞	2876	9999999		2	châu á	Asia				
洲非	1815	9999999		2	châu phi	Africa				
洲美	1816	9999999		2	Châu Mỹ	Americas, America (the NewWorld)				
洲美	3870	9999999		2	Châu Mỹ	Americas, America (the NewWorld)				
洲陸	1817	9999999		2	châu lục	continents				
籺珠	1819	9999999		2	hạt châu	pearl				
籺珠	3517	9999999		2	hạt châu	pearl				
山林	1821	9999999		2	sơn lâm	mountain and forest, greenwood				
山林	3058	9999999		2	sơn lâm	mountain and forest, greenwood				
火山	1822	9999999		2	hoả sơn	volcano				
火山	3752	9999999		2	hoả sơn	volcano				
朝𨱽	1840	9999999		2	chiều dài	length				
朝𨱽	2091	9999999		2	chiều dài	length				
班迺	1847	9999999		2	ban nãy	just a short time ago				
班迺	3912	9999999		2	ban nãy	just a short time ago				
班𤎜	1848	9999999		2	ban sáng	in the morning				
班𤎜	1979	9999999		2	ban sáng	in the morning				
西班牙	1849	9999999		3	Tây Ban Nha	Spain				
西班牙	1879	9999999		3	Tây Ban Nha	Spain				
班最	1851	9999999		2	ban tối	at night				
班最	2405	9999999		2	ban tối	at night				
娘仙	1865	9999999		2	nàng tiên	fairy				
娘仙	3122	9999999		2	nàng tiên	fairy				
詩人	1867	9999999		2	thi nhân	poet				
詩人	2015	9999999		2	thi nhân	poet				
試舉	1870	9999999		2	thi cử	examination				
試舉	3257	9999999		2	thi cử	examination				
棗西	1875	9999999		2	táo tây	apple				
西藏	1878	9999999		2	Tây Tạng	Tibet				
新西兰	1880	9999999		3	Tân Tây Lan	New Zealand				
𪰂西	1881	9999999		2	phía tây	west, to the west				
𪰂西	1998	9999999		2	phía tây	west, to the west				
瓶水	1891	9999999		2	bình thuỷ	thermos bottle				
瓶水	3229	9999999		2	bình thuỷ	thermos bottle				
噲𨷶	1896	9999999		2	gọi cửa	to knock at the door				
噲𨷶	2067	9999999		2	gọi cửa	to knock at the door				
仁義	1905	9999999		2	nhân nghĩa	benevolence and righteousness				
仁義	2025	9999999		2	nhân nghĩa	benevolence and righteousness				
最義	1907	9999999		2	tối nghĩa	obscure				
最義	2401	9999999		2	tối nghĩa	obscure				
𠬃默	1914	9999999		2	bỏ mặc	to abandon				
𠬃默	2824	9999999		2	bỏ mặc	to abandon				
𠃣𥹰	1918	9999999		2	ít lâu	a little while, soon, shortly				
𠃣𥹰	2439	9999999		2	ít lâu	a little while, soon, shortly				
包𥹰	1919	9999999		2	bao lâu	how long?				
包𥹰	3077	9999999		2	bao lâu	how long?				
徊𥹰	1921	9999999		2	hồi lâu	a long while				
徊𥹰	2371	9999999		2	hồi lâu	a long while				
房茶	1927	9999999		2	phòng trà	tea room; tea shop				
房茶	3395	9999999		2	phòng trà	tea room; tea shop				
藥房	1928	9999999		2	dược phòng	drugstore, chemist's shop				
藥房	3456	9999999		2	dược phòng	drugstore, chemist's shop				
防衛	1934	9999999		2	phòng vệ	to defend, to protect; defence				
防衛	3781	9999999		2	phòng vệ	to defend, to protect; defence				
𡦂喃	1948	9999999		2	chữ nôm	Chu Nom				
𡦂喃	3815	9999999		2	chữ nôm	Chu Nom				
𡦂十𧹼	1949	9999999		3	chữ thập đỏ	Red Cross				
𡦂十𧹼	2826	9999999		3	chữ thập đỏ	Red Cross				
𡦂十𧹼	3115	9999999		3	chữ thập đỏ	Red Cross				
𨔈𡦂	1950	9999999		2	chơi chữ	to play on words; wordplay				
𨔈𡦂	2191	9999999		2	chơi chữ	to play on words; wordplay				
𡦂儒	1951	9999999		2	chữ nho	Han ideogram, Han script				
𡦂儒	3837	9999999		2	chữ nho	Han ideogram, Han script				
𣷷黰	1959	9999999		2	biển đen	Black Sea				
𣷷黰	2721	9999999		2	biển đen	Black Sea				
𩵜𣷷	1960	9999999		2	cá biển	saltwater fish, sea fish				
𩵜𣷷	2872	9999999		2	cá biển	saltwater fish, sea fish				
𦊚𣷷	1961	9999999		2	bốn biển	the world (lit. "four oceans"), cf. 四海				
𦊚𣷷	2676	9999999		2	bốn biển	the world (lit. "four oceans"), cf. 四海				
求縁	1969	9999999		2	cầu duyên	to pray for good chances in love				
求縁	3402	9999999		2	cầu duyên	to pray for good chances in love				
呌求	1971	9999999		2	kêu cầu	to pray for help (from higher levels)				
呌求	3467	9999999		2	kêu cầu	to pray for help (from higher levels)				
求祝	1972	9999999		2	cầu chúc	to wish so. sth.				
求祝	3705	9999999		2	cầu chúc	to wish so. sth.				
𤎜𤊡	1976	9999999		2	sáng bóng	shiny, radiant				
𤎜𤊡	2546	9999999		2	sáng bóng	shiny, radiant				
𢟘蹎	1986	9999999		2	chắc chân	to be in stable position, to be firm				
𢟘蹎	2794	9999999		2	chắc chân	to be in stable position, to be firm				
蹎𩄲	1987	9999999		2	chân mây	horizon, line of horizon				
蹎𩄲	3464	9999999		2	chân mây	horizon, line of horizon				
人縁	2013	9999999		2	nhân duyên	predestined affinity				
人縁	3399	9999999		2	nhân duyên	predestined affinity				
婦人	2014	9999999		2	phụ nhân	woman				
婦人	3313	9999999		2	phụ nhân	woman				
恩人	2017	9999999		2	ân nhân	benefactor, benefactress				
恩人	3580	9999999		2	ân nhân	benefactor, benefactress				
杏仁	2023	9999999		2	hạnh nhân	almond				
杏仁	3638	9999999		2	hạnh nhân	almond				
不仁	2024	9999999		2	bất nhân	inhumane, unfeeling				
不仁	3038	9999999		2	bất nhân	inhumane, unfeeling				
保全	2031	9999999		2	bảo toàn	to keep intact; conservation; integrity				
保全	2392	9999999		2	bảo toàn	to keep intact; conservation; integrity				
𠰺保	2032	9999999		2	dạy bảo	to elevate, to bring up				
𠰺保	2971	9999999		2	dạy bảo	to elevate, to bring up				
美術	2044	9999999		2	mỹ thuật	fine arts				
美術	3869	9999999		2	mỹ thuật	fine arts				
劍術	2045	9999999		2	kiếm thuật	swordsmanship, fencing				
劍術	2571	9999999		2	kiếm thuật	swordsmanship, fencing				
