number	Freq.	Unicode	Text	syllables	QN	English
2304	9999999.00		生長	2	sinh trưởng	to grow up, to grow
2305	9999999.00		儒生	2	nho sinh	student (antiquated)
2306	9999999.00		生下	2	sinh hạ	to give birth to
2307	9999999.00		生堆	2	sinh đôi	twin, twins
2311	9999999.00		太平洋	3	Thái Bình Dương	Pacific Ocean
2312	9999999.00		太原	2	Thái Nguyên	Thái Nguyên province
2316	9999999.00		印度	2	Ấn Độ	India
2317	9999999.00		印度洋	3	Ấn Độ Dương	Indian Ocean
2318	9999999.00		印度教	3	ấn độ giáo	hinduism
2319	9999999.00		角度	2	góc độ	angle
2321	9999999.00		𡖡長	2	nhóm trưởng	group leader, team leader
2323	9999999.00		𫀅常	2	coi thương	to think little of
2328	9999999.00		隊軍	2	đội quân	army
2329	9999999.00		軍馬	2	quân mã	troops; knight (in chess)
2331	9999999.00		𨖲𤖹	2	lên lớp	to give a lesson
2332	9999999.00		分𤖹	2	phân lớp	subclass
2334	9999999.00		𠬠𠦳	2	một nghìn	one thousand
2339	9999999.00		仉𧁷	2	kẻ khó	the poor; beggar
2340	9999999.00		仉𡮈	2	kẻ nhỏ	the average, the ordinary man
2341	9999999.00		仉𡘯	2	kẻ lớn	the mighty, the privileged
2344	9999999.00		治病	2	trị bệnh	to medicate, to cure
2346	9999999.00		太平洋	3	Thái Bình Dương	Pacific Ocean
2347	9999999.00		東洋	2	Đông Dương	Indochina
2348	9999999.00		洲大洋	3	Châu Đại Dương	Oceania
2349	9999999.00		大西洋	3	Đại Tây Dương	Atlantic Ocean
2350	9999999.00		印度洋	3	Ấn Độ Dương	Indian Ocean
2351	9999999.00		北冰洋	3	Bắc Băng Dương	Arctic Ocean
2352	9999999.00		南大洋	3	Nam Đại Dương	Antarctic Ocean
2353	9999999.00		洋琴	2	Dương cầm	piano
2354	9999999.00		南洋	2	Nam Dương	Indonesia
2359	9999999.00		回想	2	hồi tưởng	to remember, to recall
2360	9999999.00		回想	2	hồi tưởng	to remember, to recall
2361	9999999.00		回春	2	hồi xuân	change of life, menopause
2362	9999999.00		回聲	2	hồi thanh	echo
2363	9999999.00		回文	2	hồi văn	palindrome
2364	9999999.00		回吏	2	hồi lại	to turn back, to reverse
2366	9999999.00		徊𠓀	2	hồi trước	in the past, before
2367	9999999.00		徊芇	2	hồi nào	when (in the past)
2368	9999999.00		徊妬	2	hồi đó	then, back then, at that time
2369	9999999.00		徊𠸗	2	hồi xưa	in earlier times, in former times
2370	9999999.00		𠬠徊	2	một hồi	a while
2371	9999999.00		徊𥹰	2	hồi lâu	a long while
2377	9999999.00		藝輔	2	nghề phụ	side-job, sideline
2379	9999999.00		𠊟𡮈	2	thằng nhỏ	little guy; the younger (of two males)
2380	9999999.00		𠊟𡮣	2	thằng bé	little guy, kid
2384	9999999.00		堆𠀧	2	đôi ba	a few
2385	9999999.00		堆边	2	đôi bên	both sides
2386	9999999.00		堆𨑮	2	đôi mươi	about twenty, twentyish
2387	9999999.00		生堆	2	sinh đôi	twin, twins
2390	9999999.00		𠭤恩	2	trả ơn	to thank so. (for sth.)
2392	9999999.00		保全	2	bảo toàn	to keep intact; conservation; integrity
2394	9999999.00		柴棍	2	Sài Gòn	Saigon
2400	9999999.00		黰最	2	đen tối	dark, deep black
2401	9999999.00		最義	2	tối nghĩa	obscure
2402	9999999.00		最後	2	tối hậu	final, last, ultimate
2403	9999999.00		最後書	3	tối hậu thư	ultimatum
2404	9999999.00		最𣈜	2	tối ngày	all day long, day and night
2405	9999999.00		班最	2	ban tối	at night
2408	9999999.00		𡶀滝	2	núi sông	country, land
2409	9999999.00		𡽫滝	2	non sông	home country
2411	9999999.00		紅河	2	hồng hà	the Red River
2412	9999999.00		紅十字	3	hồng thập tự	Red Cross
2414	9999999.00		印度	2	Ấn Độ	India
2415	9999999.00		印度洋	3	Ấn Độ Dương	Indian Ocean
2416	9999999.00		印度教	3	ấn độ giáo	hinduism
2417	9999999.00		印劍	2	ấn kiếm	seal and sword
2418	9999999.00		紙印	2	giấy in	printing paper
2423	9999999.00		打𤊡	2	đánh bóng	to polish
2424	9999999.00		打𩃳	2	đánh bóng	to crosshatch, to shade (a painting)
2425	9999999.00		打𣈖盤	3	đánh bóng bàn	play table tennis
2426	9999999.00		打𣛠	2	đánh máy	to type (on a typewriter)
2427	9999999.00		打動	2	đánh động	to alert, to warn
2428	9999999.00		紙打𣛠	3	giấy đánh máy	typing paper, flimsy paper
2436	9999999.00		𠃣歲	2	ít tuổi	still young
2437	9999999.00		𠃣𠳒	2	ít lời	uncommunicative, ineloquent
2438	9999999.00		𠃣固	2	ít có	to be rare to find, to be scarce
2439	9999999.00		𠃣𥹰	2	ít lâu	a little while, soon, shortly
2443	9999999.00		飛隊	2	phi đội	squadron
2444	9999999.00		飛劍	2	phi kiếm	throwing sword
2447	9999999.00		𣋚箕	2	hôm kia	the day before yesterday
2448	9999999.00		𢆥箕	2	năm kia	the year before last year
2449	9999999.00		𣈜箕	2	ngày kia	the day after tomorrow
2450	9999999.00		𣋚箕	2	hôm kia	the day before yesterday, two days ago
2453	9999999.00		博學	2	bác học	scholarly, learned, knowledgeable
2454	9999999.00		茹博學	3	nhà bác học	scientist
2455	9999999.00		博物	2	bác vật	engineer; erudition, scholarliness
2457	9999999.00		伯𡛔	2	bác gái	one's father's elder sister-in-law
2459	9999999.00		艚戰	2	tàu chiến	warship
2463	9999999.00		合邦	2	hợp bang	confederation
2464	9999999.00		聯邦俄	3	Liên Bang Nga	Russian Federation
2469	9999999.00		侠士	2	Hiệp sĩ	knight
2470	9999999.00		牙士	2	nha sĩ	dentist
2471	9999999.00		藥士	2	dược sĩ	pharmacist, chemist
2472	9999999.00		瑞士	2	Thuy Sĩ	Switzerland
2473	9999999.00		儒士	2	nho sĩ	Confucian scholar
2475	9999999.00		景物	2	cảnh vật	scenery
2476	9999999.00		景情	2	cảnh tình	situation, condition, circumstances
2477	9999999.00		家景	2	gia cảnh	family condition, situation of the family
2478	9999999.00		入景	2	nhập cảnh	entry; entrance; to enter a country; to cross a country's border
2481	9999999.00		警衛	2	cảnh vệ	guard, security guard, watchman
2487	9999999.00		預支	2	dự chi	planned expenditure
2491	9999999.00		造化	2	tạo hoá	the creator
2492	9999999.00		化値	2	hoá trị	valence (in chemistry)
2494	9999999.00		𢬣𤽸	2	tay trắng	bare hands
2496	9999999.00		政黨	2	chính đảng	political party
2497	9999999.00		黨治	2	đảng trị	(one) party rule, (one) party government
2498	9999999.00		黨史	2	đảng sử	party history
2499	9999999.00		黨長	2	đảng trưởng	party leader
2505	9999999.00		𧁷𢚸	2	khó lòng	unlikely
2506	9999999.00		𧁷𢣂	2	khó nghĩ	to be at a loss
2507	9999999.00		仉𧁷	2	kẻ khó	the poor; beggar
2510	9999999.00		命𠊛	2	mạng người	life
2511	9999999.00		運命	2	vận mạng	fate, destiny
2516	9999999.00		新世界	3	Tân Thế Giới	the New World
2517	9999999.00		夾界	2	giáp giới	to share the same border, to border
2518	9999999.00		下界	2	hạ giới	this world
2520	9999999.00		阿彌陀佛	4	A di đà Phật	Amitābha (name of a celestial Buddha)
2521	9999999.00		阿片	2	a phiến	opium
2524	9999999.00		偨廚	2	thầy chùa	buddhist temple bonze
2525	9999999.00		偨𧆄	2	thầy thuốc	physician, doctor
2527	9999999.00		粓糝	2	cơm tấm	broken rice with meat and vegetables (dish)
2529	9999999.00		𤗲巾	2	tấm khăn	towel
2532	9999999.00		息䏾	2	tức bụng	upset stomach, stomachache
2533	9999999.00		𢣂䏾	2	nghĩ bụng	to think to oneself
2535	9999999.00		打𩃳	2	đánh bóng	to crosshatch, to shade (a painting)
2537	9999999.00		𣈖畑	2	bóng đèn	light bulb
2538	9999999.00		跢𣈖	2	đá bóng	to play football (soccer)
2539	9999999.00		𣈖𩵜	2	bóng cá	swim bladder
2540	9999999.00		打𣈖盤	3	đánh bóng bàn	play table tennis
2541	9999999.00		𣈖盤	2	bóng bàn	table tennis
2542	9999999.00		𨔈跢𣈖	3	chơi đá bóng	play football (soccer)
2543	9999999.00		𣈖𦝄	2	bóng trăng	moon
2544	9999999.00		𣈖䬔	2	bóng gió	allusive; hint
2546	9999999.00		𤎜𤊡	2	sáng bóng	shiny, radiant
2547	9999999.00		渃𤊡	2	nước bóng	lustre (of pearls)
2548	9999999.00		打𤊡	2	đánh bóng	to polish
2551	9999999.00		偀払	2	anh chàng	man, guy, boy
2553	9999999.00		偨𧆄	2	thầy thuốc	physician, doctor
2554	9999999.00		𧆄北	2	thuốc bắc	Chinese herbs
2555	9999999.00		𧆄南	2	thuốc nam	Vietnamese herbs
2556	9999999.00		𧆄𥄬	2	thuốc ngủ	sleeping pill, soporific
2559	9999999.00		襖蘿	2	áo lá	camisole, vest, women's undershirt
2560	9999999.00		襖𠫾𩅹	3	áo đi mưa	raincoat
2567	9999999.00		𣋚𠸗	2	hôm xưa	one long past day
2568	9999999.00		𡢐𠸗	2	sau xưa	from before and after
2569	9999999.00		徊𠸗	2	hồi xưa	in earlier times, in former times
2571	9999999.00		劍術	2	kiếm thuật	swordsmanship, fencing
2572	9999999.00		印劍	2	ấn kiếm	seal and sword
2573	9999999.00		飛劍	2	phi kiếm	throwing sword
2576	9999999.00		家庭边内	4	gia đình bên nội	family on the paternal (father's) side
2577	9999999.00		家庭治	3	gia đình trị	nepotism
2582	9999999.00		襖蘿	2	áo lá	camisole, vest, women's undershirt
2583	9999999.00		撑蘿𣘃	3	xanh lá cây	green
2588	9999999.00		𧸝𠹾	2	bán chịu	to sell on credit
2594	9999999.00		通用	2	thông dụng	common use, commonly used
2599	9999999.00		經財	2	kinh tài	economy and finance
2600	9999999.00		貪財	2	tham tài	to be greedy for gain, to be mercenary
2607	9999999.00		探子	2	thám tử	scout, detective
2608	9999999.00		書電子	3	thư điện tử	E-mail
2609	9999999.00		孔子	2	Khổng Tử	Confucius
2610	9999999.00		分子	2	phần tử	element
2613	9999999.00		撑䏧𡗶	3	xanh da trời	sky blue; azure
2614	9999999.00		䏧屬	2	da thuộc	leather
2616	9999999.00		紅河	2	hồng hà	the Red River
2617	9999999.00		河内	2	Hà Nội	Hanoi
2620	9999999.00		固權	2	có quyền	to have the right to
2621	9999999.00		權能	2	quyền năng	juridical power
2622	9999999.00		法權	2	pháp quyền	rule of law, jurisdiction
2623	9999999.00		民權	2	dân quyền	civic rights
2624	9999999.00		特權	2	đặc quyền	privilege, prerogative, special right
2629	9999999.00		節中秋	3	tết trung thu	mid-autumn festival
2630	9999999.00		節元旦	3	tết nguyên đán	lunar new year
2631	9999999.00		音節	2	âm tết	syllable
2632	9999999.00		多音節	3	đa âm tiết	polysyllabic
2633	9999999.00		發節	2	phát tiết	to appear, to display, to show up
2636	9999999.00		𠬠𤾓	2	một trăm	one hundred
2639	9999999.00		𦓅𠁀	2	già đời	for many years of life, the whole life
2640	9999999.00		𦓅哿	2	già cả	venerably old, elderly
2641	9999999.00		𦓅要	2	già yếu	decrepit, old and feeble
2644	9999999.00		政治犯	3	chính trị phạm	political prisoner
2645	9999999.00		犯法	2	phạm pháp	to break the law
2647	9999999.00		𪝳些	2	hắn ta	bloke, jerk, idiot
2650	9999999.00		接夾	2	tiếp giáp	to adjoin, to be contiguous
2653	9999999.00		佈陣	2	bố trận	to dispose troops in battle formation
2654	9999999.00		戰陣	2	chiến trận	battle, engagement
2655	9999999.00		𫥨陣	2	ra trận	to go to the front
2656	9999999.00		失陣	2	thất trận	to loose a battle, to be defeated
2658	9999999.00		爫衝	2	làm xong	to finish, to finalize, to complete
2659	9999999.00		衝𨒺	2	xung quanh	around
2665	9999999.00		院研究	3	viện nghiên cứu	research institute
2667	9999999.00		撑綠	2	xanh lục	green
2668	9999999.00		撑蘿𣘃	3	xanh lá cây	green
2669	9999999.00		撑䏧𡗶	3	xanh da trời	sky blue; azure
2670	9999999.00		茶撑	2	trà xanh	green tea
2671	9999999.00		撑ㇴ	2	xanh xanh	greenish, bluish
2673	9999999.00		𣦍𥐉	2	ngay ngắn	neat, tidy
2675	9999999.00		𦊚方	2	bốn phương	four directions (of the compass)
2676	9999999.00		𦊚𣷷	2	bốn biển	the world (lit. "four oceans"), cf. 四海
2678	9999999.00		貪咹	2	tham ăn	greedy, covetous
2679	9999999.00		貪財	2	tham tài	to be greedy for gain, to be mercenary
2680	9999999.00		𧖱貪	2	máu tham	cupidity
2685	9999999.00		參戰	2	tham chiến	to be at war, to wage war
2687	9999999.00		𣋀閻王	3	sao Điêm vương	Pluto
2688	9999999.00		閻王星	3	Diêm Vương Tinh	Pluto
2689	9999999.00		𣋀海王	3	sao hải vương	Neptune
2690	9999999.00		𣋀天王	3	sao thiên vương	Uranus
2691	9999999.00		王國西班牙	5	Vương Quốc Tây Ban Nha	Kingdom of Spain
2692	9999999.00		王國丹麥	4	Vương quốc Đan Mạch	Kingdom of Denmark
2693	9999999.00		王國英	3	vương quốc anh	Kingdom of England
2698	9999999.00		神學	2	thần học	theology
2702	9999999.00		易常	2	dễ thường	probably, possibly
2704	9999999.00		囉喝	2	la hét	to scream
2707	9999999.00		探子	2	thám tử	scout, detective
2708	9999999.00		由探	2	do thám	to spy
2709	9999999.00		探險	2	thám hiểm	to explore
2714	9999999.00		庯舍	2	phố xá	streets
2716	9999999.00		牟黰	2	màu đen	black color
2717	9999999.00		黰最	2	đen tối	dark, deep black
2718	9999999.00		粓黰	2	cơm đen	opium (colloquial)
2719	9999999.00		民黰	2	dân đen	mob, rabbel
2720	9999999.00		数黰	2	số đen	bad luck, misfortune
2721	9999999.00		𣷷黰	2	biển đen	Black Sea
2728	9999999.00		式咹	2	thức ăn	food
2730	9999999.00		道佛	2	đạo phật	buddhism; buddhist (verb)
2731	9999999.00		赤道	2	Xích đạo	equator
2732	9999999.00		輔道	2	phụ đạo	to give extra-class help
2737	9999999.00		圖㕵	2	đồ uống	beverage, drink
2739	9999999.00		前途	2	tiền đồ	future, prospects
2745	9999999.00		投機	2	đầu cơ	to speculate
2746	9999999.00		時機	2	thời cơ	time, occasion, opportunity
2752	9999999.00		海關	2	hải quan	customs, customs duty office
2753	9999999.00		海口	2	hải khẩu	river delta, estuary
2754	9999999.00		上海	2	Thượng Hải	Shanghai
2755	9999999.00		海南	2	Hải Nam	Hainan (island)
2756	9999999.00		航海	2	hàng hải	navigation (nautical)
2757	9999999.00		𣋀海王	3	sao hải vương	Neptune
2758	9999999.00		海賊	2	hải tặc	pirate
2759	9999999.00		地中海	3	Địa Trung Hải	Mediterranean Sea, Mediterranean
2760	9999999.00		黄海	2	Hoàng Hải	Yellow Sea
2761	9999999.00		黑海	2	Hắc Hải	Black Sea
2762	9999999.00		四海	2	tư hải	the world (lit. "four oceans"), cf. 𦊚𣷷
2766	9999999.00		分佈	2	phân bố	to distribute, to dispose
2767	9999999.00		佈陣	2	bố trận	to dispose troops in battle formation
2774	9999999.00		青天	2	thanh thiên	blue sky, clear sky
2775	9999999.00		𣋀天王	3	sao thiên vương	Uranus
2776	9999999.00		𣋀天狼	3	Sao Thiên Lang	Sirius
2777	9999999.00		天使	2	thiên sứ	angel
2778	9999999.00		天鳥	2	thiên điểu	bird of paradise flower (strelizia)
2785	9999999.00		主治	2	chủ trị	leader, ruler
2786	9999999.00		社會主義	4	xã hội chủ nghĩa	socialism, socialist
2787	9999999.00		主體	2	chủ thể	main part, essential part; subject
2788	9999999.00		主筆	2	chủ bút	chief editor, editor-in-chief
2790	9999999.00		𨑻𨖅	2	đem sang	to carry over
2792	9999999.00		埋没	2	mai một	to bury; to neglect
2794	9999999.00		𢟘蹎	2	chắc chân	to be in stable position, to be firm
2796	9999999.00		意志	2	ý chí	will
2800	9999999.00		㕵𨢇	2	uống rượu	to drink alcohol
2801	9999999.00		圖㕵	2	đồ uống	beverage, drink
2806	9999999.00		指教	2	chỉ giáo	to counsel, to educate
2807	9999999.00		指南	2	chỉ nam	to guide; guide (book)
2808	9999999.00		指點	2	chỉ điểm	to pinpoint, to inform, to indicate
2809	9999999.00		指示	2	chỉ thị	to instruct; instructions
2810	9999999.00		指数經濟	4	chỉ số kinh tế	economic index
2816	9999999.00		首長	2	thủ trưởng	chief officer
2817	9999999.00		部首	2	bộ thủ	characer radical
2819	9999999.00		助手	2	trợ thủ	assistant, helper, supporter
2823	9999999.00		默𠶢	2	mặc dầu	though; although
2824	9999999.00		𠬃默	2	bỏ mặc	to abandon
2826	9999999.00		𡦂十𧹼	3	chữ thập đỏ	Red Cross
2828	9999999.00		泣坭	2	khắp nơi	everywhere
2830	9999999.00		𠬠唏	2	một hơi	in one go, at a stretch
2831	9999999.00		歇唏	2	hết hơi	out of breath, breathless
2832	9999999.00		唏力	2	hơi sức	physical energy, power
2833	9999999.00		𦖑唏	2	nghe hơi	to know from hearsay
2836	9999999.00		帝國德	3	đế quốc đức	German Empire
2839	9999999.00		公社	2	công xã	commune
2840	9999999.00		社論	2	xã luận	editorial (in a newspaper)
2841	9999999.00		社會主義	4	xã hội chủ nghĩa	socialism, socialist
2843	9999999.00		預支	2	dự chi	planned expenditure
2845	9999999.00		𡶀滝	2	núi sông	country, land
2846	9999999.00		𡶀焒	2	núi lửa	volcano
2847	9999999.00		𡶀𡽫	2	núi non	mountains
2848	9999999.00		𧿆𡶀	2	dãy núi	chain of mountains, cordillera
2850	9999999.00		次𦒹	2	thứ sáu	friday; sixth
2854	9999999.00		𦊚方	2	bốn phương	four directions (of the compass)
2856	9999999.00		盤紙	2	bàn giấy	office, secretariat; desk, writing table
2857	9999999.00		錢紙	2	tiền giấy	banknote, paper money
2858	9999999.00		包紙	2	bao giấy	paper bag
2859	9999999.00		紙影	2	giấy ảnh	photographic paper
2860	9999999.00		紙打𣛠	3	giấy đánh máy	typing paper, flimsy paper
2861	9999999.00		紙報	2	giấy báo	newsprint
2862	9999999.00		紙鉑	2	giấy bạc	banknote, paper money
2863	9999999.00		紙印	2	giấy in	printing paper
2864	9999999.00		爫紙	2	làm giấy	to certify sth. in writing
2865	9999999.00		紙曰書	3	giấy viết thư	letter paper
2867	9999999.00		次𬙞	2	thứ bảy	saturday; seventh
2869	9999999.00		𣈖𩵜	2	bóng cá	swim bladder
2870	9999999.00		𩵜鐄	2	cá vàng	goldfish
2871	9999999.00		𩵜垌	2	cá đồng	freshwater fish
2872	9999999.00		𩵜𣷷	2	cá biển	saltwater fish, sea fish
2874	9999999.00		亞東	2	á đông	east asia
2875	9999999.00		亞洲	2	á châu	Asia
2876	9999999.00		洲亞	2	châu á	Asia
2881	9999999.00		㕵𨢇	2	uống rượu	to drink alcohol
2882	9999999.00		𨢇孟	2	rượu mạnh	strong alcohol
2883	9999999.00		𨢇禮	2	rượu lễ	sacramental wine
2885	9999999.00		息𨉟	2	tức mình	angry, upset
2886	9999999.00		息䏾	2	tức bụng	upset stomach, stomachache
2887	9999999.00		信息	2	tin tức	news, message, information
2892	9999999.00		𠅳𨉟	2	quên mình	self-sacrificing, devotional
2895	9999999.00		題引	2	đề dẫn	introduction, preface
2896	9999999.00		證引	2	chứng dẫn	to produce evidence, to prove
2897	9999999.00		絏引	2	dây dẫn	conducting wire, electric cord, power cord
2898	9999999.00		引電	2	dẫn điện	current carrying, conducting, live (electric)
2899	9999999.00		引塘	2	dẫn đường	to show the way
2900	9999999.00		引證	2	dẫn chứng	to cite, to quote
2901	9999999.00		引解	2	dẫn giải	to insert glosses, add marginal notes
2902	9999999.00		册引	2	sách dẫn	index (book)
2905	9999999.00		菲律宾	3	Phi Luật Tân	Philippines
2907	9999999.00		上旬	2	thượng tuần	first ten days of a month
2908	9999999.00		上海	2	Thượng Hải	Shanghai
2909	9999999.00		上品	2	thượng phẩm	high grade (product quality)
2910	9999999.00		高上	2	cao thượng	high-minded, noble
2911	9999999.00		上客	2	thượng khách	guest of honour
2913	9999999.00		䬔東	2	gió đông	easterly wind; spring wind; spring; breeze
2914	9999999.00		䬔𩅹	2	gió mưa	wind and rain; bad weather
2915	9999999.00		䬔𦝄	2	gió trăng	wind and moon; natural scenery; erotic
2916	9999999.00		𣈖䬔	2	bóng gió	allusive; hint
2917	9999999.00		䬔务	2	gió mùa	monsoon
2918	9999999.00		𨅸䬔	2	đứng gió	windless, calm
2920	9999999.00		徐徐	2	từ từ	slowly
2921	9999999.00		徐䀡	2	chờ xem	to wait and see
2924	9999999.00		意見	2	ý kiến	view, opinion
2931	9999999.00		打動	2	đánh động	to alert, to warn
2932	9999999.00		動物學	3	động vật học	zoology
2933	9999999.00		被動	2	bị động	passive
2934	9999999.00		助動詞	3	trợ động từ	auxiliary verb
2936	9999999.00		眾𠋥	2	chúng mày	you (plural, informal)
2940	9999999.00		打𣈖盤	3	đánh bóng bàn	play table tennis
2941	9999999.00		𣈖盤	2	bóng bàn	table tennis
2942	9999999.00		盤咹	2	bàn ăn	dinner table
2943	9999999.00		盤論	2	bàn luận	to discuss
2944	9999999.00		盤紙	2	bàn giấy	office, secretariat; desk, writing table
2945	9999999.00		盤𫥨	2	bàn ra	to dissuade (from doing something)
2946	9999999.00		盤碁	2	bàn cờ	chessboard; chequered board
2948	9999999.00		搬交	2	bàn giao	to transfer, to hand over
2950	9999999.00		半島	2	bán đảo	peninsula
2951	9999999.00		𡉕島	2	hòn đảo	(small) island
2953	9999999.00		襖𠫾𩅹	3	áo đi mưa	raincoat
2954	9999999.00		𡗶𩅹	2	trời mưa	rainy weather
2955	9999999.00		籺𩅹	2	hạt mưa	rain drop
2956	9999999.00		䬔𩅹	2	gió mưa	wind and rain; bad weather
2962	9999999.00		大工業	3	đại công nghiệp	large-scale industry
2965	9999999.00		堆𨑮	2	đôi mươi	about twenty, twentyish
2968	9999999.00		𢲧𥩯	2	gây dựng	to found, to stablish
2971	9999999.00		𠰺保	2	dạy bảo	to elevate, to bring up
2972	9999999.00		𠅍𠰺	2	mất dạy	mannerless, ill-bred
2976	9999999.00		經財	2	kinh tài	economy and finance
2977	9999999.00		經史	2	kinh sử	classics and history
2978	9999999.00		指数經濟	4	chỉ số kinh tế	economic index
2982	9999999.00		撑綠	2	xanh lục	green
2983	9999999.00		牟綠	2	màu lục	green; green color
2986	9999999.00		𢞂𥄬	2	buồn ngủ	tired, sleepy
2987	9999999.00		𥄬迷	2	ngủ mê	to dream, to sleep deeply, to be  dead to the world
2988	9999999.00		𥄬𤯆	2	ngủ ngon	to sleep well
2989	9999999.00		𧆄𥄬	2	thuốc ngủ	sleeping pill, soporific
2992	9999999.00		醫濟	2	y tế	healthcare
2993	9999999.00		指数經濟	4	chỉ số kinh tế	economic index
2999	9999999.00		艚戰	2	tàu chiến	warship
3000	9999999.00		參戰	2	tham chiến	to be at war, to wage war
3001	9999999.00		戰船	2	chiến thuyền	warship, war vessel
3002	9999999.00		戰陣	2	chiến trận	battle, engagement
3003	9999999.00		夾戰	2	giáp chiến	to face each other in a battle
3004	9999999.00		𢲧戰	2	gây chiến	to provoke a war; to be a warmonger
3006	9999999.00		扒焒	2	bắt lửa	to catch fire; to light
3007	9999999.00		𥏌焒	2	tên lửa	rocket, missile
3008	9999999.00		影焒	2	ảnh lửa	light of fire
3009	9999999.00		𡶀焒	2	núi lửa	volcano
3010	9999999.00		焒情	2	lửa tình	ardent zeal
3011	9999999.00		焒𢚸	2	lửa lòng	lust, desire
3012	9999999.00		𥒥焒	2	đá lửa	flint; silex
3024	9999999.00		感傷	2	cảm thương	to feel pity for
3025	9999999.00		感𢣂	2	cảm nghĩ	feelings, impressions, sentiment
3028	9999999.00		阿彌陀佛	4	A di đà Phật	Amitābha (name of a celestial Buddha)
3029	9999999.00		道佛	2	đạo phật	buddhism; buddhist (verb)
3030	9999999.00		佛組	2	phật tổ	Gautama Buddha
3031	9999999.00		佛堂	2	phật đường	buddhist pagoda
3038	9999999.00		不仁	2	bất nhân	inhumane, unfeeling
3039	9999999.00		不丹	2	Bất Đan	Bhutan
3043	9999999.00		製品	2	chế phẩm	finished product
3044	9999999.00		物品	2	vật phẩm	articles, products, goods
3045	9999999.00		上品	2	thượng phẩm	high grade (product quality)
3046	9999999.00		替品	2	thế phẩm	substitute
3047	9999999.00		藥品	2	dược phẩm	pharmaceutical product
3048	9999999.00		品類	2	phẩm loại	grade, quality
3052	9999999.00		研究生	3	nghiên cứu sinh	post-graduate
3053	9999999.00		查究	2	tra cứu	to look up, to look through
3054	9999999.00		中心研究	4	trung tâm nghiên cứu	research center
3055	9999999.00		院研究	3	viện nghiên cứu	research institute
3057	9999999.00		林學	2	lâm học	forestry
3058	9999999.00		山林	2	sơn lâm	mountain and forest, greenwood
3064	9999999.00		𠢞拖	2	giúp đỡ	to help, to assist
3065	9999999.00		拖頭	2	đỡ đầu	to sponsor (someone), to support (someone)
3066	9999999.00		拖𠳒	2	đỡ lời	to speak for (someone), to deliver a message
3072	9999999.00		庄包𣇞	3	chẳng bao giờ	never
3073	9999999.00		包書	2	bao thơ	envelope
3074	9999999.00		包𢬣	2	bao tay	glove
3075	9999999.00		空包𣇞	3	không bao giờ	never
3076	9999999.00		包紙	2	bao giấy	paper bag
3077	9999999.00		包𥹰	2	bao lâu	how long?
3084	9999999.00		簡體	2	giản thể	simplified
3085	9999999.00		主體	2	chủ thể	main part, essential part; subject
3086	9999999.00		正體	2	chính thể	conventional (character), traditional (character)
3089	9999999.00		治病	2	trị bệnh	to medicate, to cure
3090	9999999.00		政治家	3	chính trị gia	politician
3091	9999999.00		政治犯	3	chính trị phạm	political prisoner
3092	9999999.00		家庭治	3	gia đình trị	nepotism
3093	9999999.00		内治	2	nội trị	home affairs, home policy; internal affairs, internal policy
3094	9999999.00		法治	2	pháp trị	rule of law
3095	9999999.00		自治	2	tự trị	autonomous, autonomy
3096	9999999.00		主治	2	chủ trị	leader, ruler
3097	9999999.00		黨治	2	đảng trị	(one) party rule, (one) party government
3098	9999999.00		地政治	3	địa chính trị	geopolitics
3101	9999999.00		化値	2	hoá trị	valence (in chemistry)
3102	9999999.00		多値	2	đa trị	polyvalent (in chemistry)
3108	9999999.00		結縁	2	kết duyên	to join in wedlock, to tie a knot
3109	9999999.00		連結	2	liên kết	to link, to connect
3111	9999999.00		𧖱貪	2	máu tham	cupidity
3112	9999999.00		銀行𧖱	3	ngân hàng máu	blood bank
3114	9999999.00		紅十字	3	hồng thập tự	Red Cross
3115	9999999.00		𡦂十𧹼	3	chữ thập đỏ	Red Cross
3116	9999999.00		十年	2	thập niên	decade
3119	9999999.00		洲歐	2	châu âu	Europe
3120	9999999.00		歐𪜀	2	âu là	preferably, rather
3122	9999999.00		娘仙	2	nàng tiên	fairy
3126	9999999.00		吝頭先	3	lần đầu tiên	the (very) first time
3130	9999999.00		下筆	2	hạ bút	set pen to paper
3131	9999999.00		部下	2	bộ hạ	subordinate
3132	9999999.00		下部	2	hạ bộ	lower part of the abdomen
3133	9999999.00		級下	2	cấp hạ	lower class, low-ranking, low-grade
3134	9999999.00		下旗	2	hạ cờ	to lower the flag
3135	9999999.00		下價	2	hạ giá	to lower the price; to debase
3136	9999999.00		下界	2	hạ giới	this world
3137	9999999.00		下龍	2	Hạ Long	Ha Long (city in Vietnam)
3138	9999999.00		下𨉟	2	hạ mình	to condescend; to demean oneself
3139	9999999.00		下水	2	hạ thuỷ	to launch (a ship)
3140	9999999.00		生下	2	sinh hạ	to give birth to
3141	9999999.00		下馬	2	hạ mã	to dismount from a horse
3143	9999999.00		㹥𣩂	2	chó chết	damn, damned (colloquial)
3144	9999999.00		㹥猫	2	chó mèo	cats and dogs
3148	9999999.00		店咹	2	tiệm ăn	restaurant
3152	9999999.00		祝𢜠𢆥㵋	4	chúc mừng năm mới	happy new year!
3153	9999999.00		咹𢜠	2	ăn mừng	to celebrate with a feast
3154	9999999.00		𢜠歲	2	mừng tuổi	to express new year's day wishes (for being one year older)
