index	sequence_index	section	thai	phonetic	register	definition	note	custom-note
3304	4	166	ไปลงนรก(ซะ)	bpai long ná-rók (sá)	STRONG/VULGAR	Go to hell! / To hell with you!		
3305	5	166	มัน(ก็)ไม่สำคัญแล้ว	man (gɔ̂ɔ) mâi sǎm-kan lɛ́ɛo		It doesn’t matter anymore. / It’s not important anymore.		
3306	6	166	ไม่มีใครสู้ได้	mâi-mii-krai sûu dâi		He’s unbeatable! / No one can beat her!		
3307	7	166	มันจะไม่เกี่ยวได้ยังไง	man jà mâi gìao dâi yang-ngai		How could it not be connected/related?		
3308	8	166	ไหนคุณบอกว่า(จะช่วยฉัน)	nǎi kun bɔ̀ɔk wâa (jà chûai chǎn)		I thought you said you (were going to help me)!	ไหน (nǎi) is used to counter or remind someone who does or says something contradictory to what s/he formerly said s/he would do.	
3309	9	166	ออกเวรแล้ว	ɔ̀ɔk ween lɛ́ɛo		(He) finished his shift. / (He)’s off (duty).		
3310	10	166	อย่าชักช้า	yàa chák-cháa		Don’t be so slow! / Hurry up! / Don’t be late (hurry up)! / Don’t dilly dally!		
3311	11	166	งามเหลือเกิน	ngaam lʉ̌a-gəən	LITERARY	It’s so beautiful! / She’s stunning!		
3312	12	166	(มัน)ไม่เป็นความจริง	(man) mâi bpen kwaam-jing	FORMAL/LITERARY	It’s not true. / That’s not true.		
3313	13	166	ขอเพิ่มอีก(ชาม)(ครับ)	kɔ̌ɔ pə̂əm ìik (chaam)(kráp)	POLITE	May I have another (bowl)? / Can I have some more, please?		
3314	14	166	ถ้า(ผม)ทำอย่างนั้น	... tâa (pǒm) tam yàang-nán...		If (I) do that…		
3315	15	166	ไม่ต้องมาขู่	mâi-dtɔ̂ng maa kùu	STRONG	Don’t threaten (me)!		
3316	16	166	(ตอนแรกผมไม่เชื่อ)แต่ตอนนี้เชื่อแล้ว	(dtɔɔn-rɛ̂ɛk pǒm mâi-chʉ̂a) dtɛ̀ɛ dtɔɔn-níi chʉ̂a lɛ́ɛo		(At first I didn’t believe it) but now I believe it.		
3317	17	166	ฉันมีอะไรต้องทำอีกเยอะ	chǎn mii à-rai dtɔ̂ng tam ìik yə́		I have a lot left to do. / I have a lot of things to do.		
3318	18	166	สำนึกแล้ว	sǎm-nʉ́k lɛ́ɛo		(I) regret what I did. / (I) realize what I did was wrong.		
3319	19	166	เมีย(ผม)มีชู้	mia (pǒm) mii-chúu		My wife is having an affair/has a secret lover/is being unfaithful.		
3320	20	166	อย่าหลงเชื่อ	yàa long-chʉ̂a		Don’t fall for it! / Don’t believe him (he’s lying). / Don’t be fooled!		
3321	1	167	คุณคิดจะทำอะไร	kun kít jà tam à-rai		What do you think you’re doing?! / What do you intend to do? / What are you gonna do?		
3322	2	167	ฉันไม่ต้องการพูดถึงมัน	chǎn mâi-dtɔ̂ng-gaan pûut-tʉ̌ng man		I don’t want to talk about it.		
3323	3	167	เกิดขึ้นได้ยังไง/เกิดขึ้นได้อย่างไร	gə̀ət-kʉ̂n dâi yang-ngai/gə̀ət-kʉ̂n dâi yàang-rai		How could this happen? / How could this have happened? / How did this happen?		
3324	4	167	คิดว่าต้องเกิดเรื่องร้าย(แน่ๆ)	kít-wâa dtɔ̂ng gə̀ət rʉ̂ang-ráai (nɛ̂ɛ-nɛ̂ɛ) (		I) think something terrible/bad must have happened.		
3325	5	167	ยังโชคดีที่(ยังมีงานทำ)	yang chôok-dii tîi (yang mii ngaan tam)		Luckily, (I still have job.) / I’m lucky to (still have job.)		
3326	6	167	ไม่มีใครเชื่อหรอก	mâi-mii-krai chʉ̂a rɔ̀ɔk		No one will/would believe you!		
3327	7	167	อย่าให้มันหนี(ไปได้)	yàa hâi man nǐi (bpai dâi)		Don’t let him get away/escape!		
3328	8	167	อย่าพูดถึงมัน(เลย)	yàa pûut-tʉ̌ng man (ləəi)		Don’t talk about it. / Let’s not talk about it.		
3329	9	167	จับตาดูเขาไว้	jàp-dtaa-duu kǎo wái		Keep an eye on him. / Watch him carefully.		
3330	10	167	ใครจะไปเชื่อ(ว่า... )	krai jà bpai chʉ̂a (wâa...)		Who would believe that?! / Who would believe…?!		
3331	11	167	เอาเถอะ	... ao tə...		All right… / Okay… (acquiescing)		
3332	12	167	ค้นให้ทั่ว(... )	kón hâi tûa(...)		Search everywhere! / Look everywhere! / Find him! (look high and low until you find him) / Search the… !		
3333	13	167	เอาอีกแล้ว	ao ìik lɛ́ɛo	IDIOMATIC	Not again! / He’s at it again! / Here you go again!		
3334	14	167	บอกแล้วใช่ไหมว่า(อย่ากลับบ้านดึก)	bɔ̀ɔk lɛ́ɛo châi-mǎi wâa (yàa glàp-bâan dʉ̀k)		Didn’t I tell you (not to come home late)?! / I told you (not to come home late), didn’t I?		
3335	15	167	เรากำลังคุยเรื่องอะไร	rao gam-lang kui rʉ̂ang à-rai		What are/were we talking about?		
3336	16	167	(100 บาท)เท่านั้นเอง	(rɔ́ɔi bàat) tâo-nán-eeng (		It’s) only (100 baht). / (It’s 100 baht), that’s all.		
3337	17	167	มีทั้งข้อดีข้อเสีย	mii táng kɔ̂ɔ-dii kɔ̂ɔ-sǐa		We all have our strengths and weaknesses. / There are both pros and cons. / It has its advantages and disadvantages.		
3338	18	167	จะให้(ผม)เชื่อได้อย่างไร	jà hâi (pǒm) chʉ̂a dâi yàang-rai		How can I believe you?! / How do you expect me to believe you?!		
3339	19	167	(กำลัง)หิวพอดีเลย	(gam-lang) hǐu pɔɔ-dii ləəi		I’m (just now) getting hungry.		
3340	20	167	ผมจะพยายามให้ดีที่สุด	pǒm jà pá-yaa-yaam hâi dii-tîi-sùt		I’ll try (and do) my best. / I’ll give it my best shot.		
3341	1	168	ไปแล้วนะ	bpai lɛ́ɛo ná		I’m off. / I’m going now.		
3342	2	168	(…)ใช่ป่ะ  (…)	châi-bpà	INFORMAL	Right? / Isn’t that right? / …aren’t you? / …isn’t it? / …isn’t she?	ป่ะ (bpà) is a very casual, shortened form of หรือปล่าว (rʉ̌ʉ-bplàao).  This is also spelled as ปะ (bpa).	
3343	3	168	ฉันตกบันได	chǎn dtòk ban-dai		I fell down the stairs.		
3344	4	168	(รอ)อยู่ตั้งนาน(แล้ว)	(rɔɔ) yùu dtâng naan (lɛ́ɛo) (		I)’ve been (waiting) for a long time.		
3345	5	168	ผมเพิ่งย้ายมาจาก(อเมริกา)	pǒm pə̂ng yáai maa-jàak (à-mee-rí-gaa)		I just moved here from (America).		
3346	6	168	จำหน้าไม่ได้	jam nâa mâi-dâi		I don’t recognize him. / I didn’t recognize you.		
3347	7	168	คุณบ้าไปแล้วหรือ	kun bâa bpai lɛ́ɛo rʉ̌ʉ		Have you lost your mind?! / Are you crazy!? / Have you gone mad?!		
3348	8	168	เดี๋ยวคุณ(ก็)จะรู้เอง	dǐao kun (gɔ̂ɔ) jà rúu eeng		You’ll soon know. / Soon you’ll know. / You’ll find out soon.		
3349	9	168	ผมไม่หนี	pǒm mâi nǐi		I’m not running away! / I’m not gonna escape.		
3350	10	168	ทำได้แค่นี้	tam dâi kɛ̂ɛ-níi		That’s all (I) can do. / That’s all (I) could do.		
3351	11	168	หาไม่เจอ	hǎa mâi jəə		I can’t find it. / They couldn’t find her.		
3352	12	168	ฉันจะบอกความจริงให้	chǎn jà bɔ̀ɔk kwaam-jing hâi		I’ll tell you the truth. / I’ll tell you what really happened.		
3353	13	168	ฉันยังจำได้ดี(... )	chǎn yang jam dâi dii (...)		I still remember it well. / I can still clearly remember…		
3354	14	168	ผมให้สัญญาว่า	... pǒm hâi sǎn-yaa wâa...		I promise to… / I promised that I…		
3355	15	168	ทนไม่ได้ที่	... ton mâi-dâi tîi...		I can’t stand… / I can’t handle… / I can’t bear…		
3356	16	168	ดูดีๆ(สิ)	duu dii-dii (sì)	INFORMAL	Look carefully.		
3357	17	168	ใกล้จะมืดแล้ว	glâi jà mʉ̂ʉt lɛ́ɛo		It’s nearly dark. / It’s almost dark.		
3358	18	168	ไม่ทำอะไรหรอก	mâi tam à-rai rɔ̀ɔk		I’m not gonna do anything. OR I’m not gonna hurt you.		
3359	19	168	อย่าเพิ่งกังวล	yàa pə̂ng gang-won		Don’t worry. / Don’t you worry.		
3360	20	168	ฉันไม่สนหรอก	chǎn mâi-sǒn rɔ̀ɔk	INFORMAL/STRONG	I don’t care!		
3361	1	169	มีงานให้คุณทำ	mii ngaan hâi kun tam		I have a job for you. / I have some work for you to do.		
3362	2	169	เฮ้ย	hə̂i/hə́i		Hey!		
3363	3	169	ห้ามให้ใครเข้ามา	hâam hâi krai kâo-maa		Don’t let anyone (come) in!		
3364	4	169	(เธอ)อยู่กินกับ(แฟนมา 10 ปี)	təə) yùu-gin-gàp (fɛɛn maa sìp bpii	IDIOMATIC	(She)’s been living with (her boyfriend for 10 years).		
3365	5	169	เขาไม่ไว้ใจใครง่ายๆ	kǎo mâi wái-jai krai ngâai-ngâai		She doesn’t trust others/anyone easily.		
3366	6	169	พี่ไม่ได้ตั้งใจจะพูดแบบนั้น	pîi mâi-dâi dtâng-jai jà pûut bɛ̀ɛp-nán		I didn't mean to say that.		
3367	7	169	(จะฆ่ามัน)ด้วยมือของผม(เอง)	(jà kâa man) dûai mʉʉ kɔ̌ɔng pǒm (eeng) (		I’ll kill him) with my own hands!		
3368	8	169	พรุ่งนี้ค่อยว่ากันใหม่	prûng-níi kɔ̂i wâa gan mài		Let’s call it a day (and finish talking about it tomorrow).		
3369	9	169	เขาไม่ได้บอกคุณหรือ	kǎo mâi-dâi bɔ̀ɔk kun rʉ̌ʉ		He didn’t tell you?		
3370	10	169	เลิกทะเลาะกันได้แล้ว	lə̂ək tá-lɔ́-gan dâi lɛ́ɛo		Stop fighting/arguing!		
3371	11	169	(…)เหมือนที่เคยบอก(... ) (…)	mʉ̌an tîi kəəi bɔ̀ɔk (...) (…) like		I told you before (...) / (…) as I told you (...) / (…) as I said (…)		
3372	12	169	ผมจะไม่ยอมให้ใคร	... pǒm jà mâi yɔɔm-hâi krai...		I won’t let anyone… / I’m not gonna let anyone…		
3373	13	169	หลายปีมานี้	... lǎai bpii maa níi...		For many years… / All these years…		
3374	14	169	ถ้าผมรู้ว่า	... tâa pǒm rúu wâa...		If I had known… / If I knew…		
3375	15	169	(ชอบ)ฉี่รดที่นอน	(chɔ̂ɔp) chìi-rót tîi-nɔɔn (		He) wets the bed.		
3376	16	169	ยังไม่เข็ดอีกหรือ	yang mâi kèt ìik rʉ̌ʉ		Haven’t you learned your lesson?!		
3377	17	169	ออกมาได้แล้ว	ɔ̀ɔk-maa dâi lɛ́ɛo		(You) can come out now. OR (They) got out of…		
3378	18	169	เตรียมตัวตาย	dtriam-dtua dtaai		Prepare to die! (angry) OR Get ready for death. (neutral)		
3379	19	169	ไม่ต้องแย่งกัน	mâi-dtɔ̂ng yɛ̂ng-gan		(You) don’t need to fight (over it)! / No need to compete.		
3380	20	169	ทำบ้าอะไรของมึง	tam bâa à-rai kɔ̌ɔng mʉng	ROUGH/ANGRY	What the hell are you doing? / What the hell did you do?		
3381	1	170	คิดไม่ตก	kít mâi dtòk (	IDIOMATIC	I) can’t figure it out. / (I) can’t figure out what to do.		
3382	2	170	(มัน)ไม่ใช่เรื่องใหม่	(man) mâi-châi rʉ̂ang mài		It’s nothing new. / That’s not new.		
3383	3	170	ไม่เหมือนที่เคยกินมา	mâi mʉ̌an tîi kəəi gin maa (		It)’s not like anything I’ve eaten before. / (It)’s different from anything I’ve had before.		
3384	4	170	(คุณ)รู้ไหมว่ามันยากแค่ไหน	(kun) rúu mǎi wâa man yâak kɛ̂ɛ-nǎi		Do you know how hard it was/is?		
3385	5	170	ฉันจะทำอะไรกับมันก็ได้	chǎn jà tam à-rai gàp man gɔ̂ɔ-dâi	STRONG	I can do whatever I want with it/her/him!		
3386	6	170	เป็นห่วงเสมอ	bpen hùang sà-mə̌ə		I always worry about you. / She’s always worried about you.		
3387	7	170	() มีที่มาจากคำว่า ()	(celebrity) mii tîi-maa jàak kam wâa (celebrate).		(Celebrity) originated from the word (celebrate).		
3388	8	170	นับวันรอ	náp wan rɔɔ		(I’m) counting the days.		
3389	9	170	เขาไม่เกี่ยวกับเรื่องนี้	kǎo mâi-gìao gàp rʉ̂ang-níi		He’s got nothing to do with this! / He’s not involved!		
3390	10	170	สิ่งที่(ฉัน)กลัวที่สุดคือ	... sìng tîi (chǎn) glua tîi-sùt kʉʉ...		The thing I’m most afraid of is… / My worst fear is…		
3391	11	170	คุณลืมไปแล้วหรือว่า	... kun lʉʉm bpai lɛ́ɛo rʉ̌ʉ wâa...		Have you forgotten… ? / Did you forget… ?		
3392	12	170	ถ้าย้อนเวลากลับไปได้	tâa yɔ́ɔn wee-laa glàp bpai dâi		If I could turn back time… / If I could go back in time… / If I could turn back the clock…		
3393	13	170	ฉันจะไม่ยอมให้ใคร	... chǎn jà mâi yɔɔm-hâi krai...		I won't let anyone… / I won’t allow anybody to…		
3394	14	170	ผมไม่ใช่คนอย่างนั้น	pǒm mâi-châi kon yàang-nán		I’m not that kind of person. / I’m not like that.		
3395	15	170	เขาเริ่มต้นชีวิตใหม่	kǎo rə̂əm-dtôn chii-wít mài		He started a new life. / She started her life over again.		
3396	16	170	(เด็ก)ถูกลักพาตัว	(dèk) tùuk lák-paa-dtua (		A child) was kidnapped/abducted.		
3397	17	170	ทำตัวไม่ถูก	tam-dtua mâi-tùuk (	IDIOM	I) don’t know what to do. / (I) don’t know how to act.		
3398	18	170	มีอยู่ทางเดียว	mii yùu taang-diao		There’s only one way.		
3399	19	170	ฉันไม่ได้บอกอะไรเลย	chǎn mâi-dâi bɔ̀ɔk à-rai ləəi		I didn’t tell (him) anything.		
3400	20	170	พอใช้ได้	pɔɔ chái-dâi		That will work. / It’s usable. / It’s pretty nice. / It’s fairly good.		
3401	1	171	ทำไมต้องเป็นอย่างนี้	tam-mai dtɔ̂ng bpen yàang-níi		Why does it have to be like this?! / Why does this have to happen?!		
3402	2	171	คงไม่มีอะไรหรอก	kong mâi-mii-à-rai rɔ̀ɔk		It’s probably nothing. (nothing will happen)		
3403	3	171	เราอาจจะคิดมากไปเอง	rao àat-jà kít mâak bpai eeng		I might be (just) overthinking it. / I might be thinking too much.		
3404	4	171	ไม่น่าพูดเลย	mâi-nâa pûut ləəi		(I) shouldn’t have said that. / (I) shouldn’t have said anything.		
3405	5	171	ถ้าได้ข่าวอะไร(จะโทรบอกแล้วกัน)	tâa dâi-kàao à-rai (jà too bɔ̀ɔk lɛ́ɛo-gan)		If I hear anything, (I’ll call and let you know.) / If I receive any news, (I’ll call and let you know.)		
3406	6	171	เราต้องรีบออกไปจากที่นี่	rao dtɔ̂ng rîip ɔ̀ɔk bpai jàak tîi-nîi		We have to get out of here! / We have to hurry and leave this place!		
3407	7	171	ทำไม(ถึง)ต้องทำอย่างนี้	tam-mai (tʉ̌ng) dtɔ̂ng tam yàang-níi		What do you have to do this?! / Why are you doing this?!		
3408	8	171	(ผู้หญิง)มีตั้งมากมาย	(pûu-yǐng) mii dtâng mâak-maai	EMPHASIS or SURPRISE	There are a lot of (women)!		
3409	9	171	ช่วยไว้ไม่ทัน	chûai wái mâi-tan		He couldn’t rescue her in time. / They didn’t save him in time.		
3410	10	171	…ถ้าคิดอย่างนั้น	... ...tâa kít yàang-nán...		…if that's what you think… / …if that's how you think…		
3411	11	171	ตามปกติแล้ว	... dtaam-bpòk-gà-dtì lɛ́ɛo…		Normally… / Usually… / Generally… / Typically…	ปกติ (bpàk-gà-dtì) is an alternative pronunciation for this word.	
3412	12	171	(…)ก็เรื่องของคุณ (…)	gɔ̂ɔ rʉ̂ang kɔ̌ɔng kun (…)		That’s your problem! / That’s your business!		
3413	13	171	ฉันต้องรู้ให้ได้ว่า	...  chǎn dtɔ̂ng rúu hâi-dâi wâa...	STRONG/URGENT	I have to know… / I need to know…		
3414	14	171	…ส่วนอีกคนหนึ่งเป็น(หมอ)	...sùan ìik kon nʉ̀ng bpen (mɔ̌ɔ)		…the other is (a doctor). / …as for the other, she’s (a doctor).		
3415	15	171	(กลัว)ว่าจะมีเรื่องร้ายเกิดขึ้น	(glua) wâa jà mii rʉ̂ang-ráai gə̀ət-kʉ̂n (		I’m afraid) something terrible will happen.		
3416	16	171	อีกไม่ไกลแล้ว	ìik mâi glai lɛ́ɛo		It’s not much further. / It’s not far from here.		
3417	17	171	เจ็บตรงไหนไหม	jèp dtrong-nǎi mǎi		Did you hurt yourself? / Are you hurt?		
3418	18	171	ไม่ใช่ไม่เชื่อนะ	mâi-châi mâi-chʉ̂a ná		It’s not that I don’t believe you.		
3419	19	171	ผมไม่อยากเสี่ยง	pǒm mâi yàak sìang		I don’t want to take the risk. / I don’t wanna risk it.		
3420	20	171	ไม่ได้ง่ายอย่างที่คิด	mâi-dâi ngâai yàang tîi kít		It wasn’t as easy as we thought it would be. / It’s not as easy as you think.		
3421	1	172	เมื่อไหร่จะได้เจอกันอีกนะ	mʉ̂a-rài jà dâi jəə-gan ìik ná		When will we (be able to) see each other again?		
3422	2	172	ชอบเป็นจุดสนใจ	chɔ̂ɔp bpen jùt-sǒn-jai (		He) likes to be the center of attention. / (She) likes to be in the limelight.		
3423	3	172	ไม่ต้องมายุ่ง	mâi dtɔ̂ng maa yûng	STRONG	Stay out of this! / Don’t mess with me! / Leave me alone! / Don’t interfere!		
3424	4	172	(วิ่งเร็ว)ที่สุดเท่าที่จะทำได้	(wîng reo) tîi-sùt tâo-tîi jà tam dâi (		Run as fast) as I can/could.		
3425	5	172	ท้องได้(เจ็ด)เดือน	tɔ́ɔng dâi (jèt) dʉan (		Seven) months pregnant.		
3426	6	172	รีบเข้าไปช่วย	rîip kâo-bpai chûai		He rushed (in) to help her. / She hurried over to help him.		
3427	7	172	มันกลายเป็นเรื่องปกติ	man glaai-bpen rʉ̂ang bpòk-gà-dtì		It’s become normal/common/a normal thing.	ปกติ (bpàk-gà-dtì) is an alternative pronunciation for this word.	
3428	8	172	ลูกดิ้น	lûuk dîn		The baby kicked/moved. (of pregnant woman)		
3429	9	172	ฉันมีข่าวมาบอก	chǎn mii kàao maa bɔ̀ɔk		I have some news for you. / I got news for you.		
3430	10	172	(…)เมื่อวันก่อน(... ) (…)	mʉ̂a-wan gɔ̀ɔn(...) (…) the other day (…)				
3431	11	172	หลายต่อหลายคน	lǎai-dtɔ̀ɔ-lǎai kon	SEMI-LITERARY	Many people. / So many people. / A lot of people.		
3432	12	172	หลายต่อหลายครั้ง	lǎai-dtɔ̀ɔ-lǎai kráng	SEMI-LITERARY	Many times. / Numerous times. / Time and time again.		
3433	13	172	(มัน)คงจะดีไม่น้อยถ้า	… (man) kong jà dii mâi-nɔ́ɔi tâa...		It would be really great/nice if…		
3434	14	172	(…)นานเท่าไหร่แล้ว (…)	naan tâo-rài lɛ́ɛo		How long has it been? / How long have you…?		
3435	15	172	ลำบากแค่ไหนก็	... lam-bàak kɛ̂ɛ-nǎi gɔ̂ɔ...		No matter how hard it is… / No matter how much trouble I have to face…		
3436	16	172	ตรวจสอบให้แน่ใจว่า	...  dtrùat-sɔ̀ɔp hâi nɛ̂ɛ-jai wâa...	SEMI-FORMAL	Check to make sure (that)… / Make sure (that)…		
3437	17	172	เขาเพิ่งออกจากคุกมา(ได้ไม่นาน)	kǎo pə̂ng ɔ̀ɔk-jàak kúk maa (dâi mâi naan)		He just got out of jail (not long ago).		
3438	18	172	ได้เจอกันเสียที / ได้เจอกันซะที	dâi jəə gan sǐa-tii / dâi jəə gan sá-tii		We finally meet!	ซะที (sá-tii) is a shortened form of เสียที (sǐa-tii), which is a final particle used to show that you want something to happen soon or completely.	
3439	19	172	หาทั่วทั้ง(บ้านแต่ไม่เจอ)	hǎa tûa-táng (bâan dtɛ̀ɛ mâi jəə) (		I) looked all over (the house but I couldn’t find her). / (I) searched everywhere (in the house but I couldn’t find it).		
3440	20	172	ซวยแล้ว	suai lɛ́ɛo		We are screwed! / We’re in deep shit! / Damn! / Shit!		
3441	1	173	กินอะไรได้อย่างนั้น	gin à-rai dâi yàang-nán		You are what you eat.		
3442	2	173	อย่าปล่อยให้หลุดมือไป	yàa bplɔ̀i-hâi lùt mʉʉ bpai		Don’t let it slip out of your hand. / Don’t let it slip away.		
3443	3	173	ไม่มีใครยอมใคร	mâi-mii-krai yɔɔm krai		No one is going to give in. / No one’s gonna give in to the other. / No one’s going to give an inch.		
3444	4	173	ถ้าไม่เห็นกับตา(ฉัน)(ก็ไม่เชื่อ)	tâa mâi hěn-gàp-dtaa (chǎn) (gɔ̂ɔ mâi chʉ̂a)		If I hadn’t seen it with my own eyes, (I wouldn’t have believed it.)		
3445	5	173	เขากำลังเดินตามรอยเท้า(ของพ่อ)	kǎo gam-lang dəən dtaam rɔɔi-táao (kɔ̌ɔng pɔ̂ɔ)		He’s following (his father’s) footsteps. / He’s walking in (his father’s) footsteps.		
3446	6	173	บรรทัดฐานใหม่	ban-tát-tǎan mài		The new normal. / A new standard.		
3447	7	173	เขาไม่เป็น(สอง)รองใคร	kǎo mâi bpen (sɔ̌ɔng) rɔɔng krai		He’s second to none!		
3448	8	173	(ห้ามส่งเสียง)ไม่งั้นตาย	(hâam sòng-sǐang) mâi-ngán dtaai (	STRONG	Don’t make a sound) or you’re dead! / (Don’t make a sound) or you’ll die!		
3449	9	173	ท่าไม่ดี	tâa mâi-dii	IDIOMATIC	It doesn’t look so good. / That’s not good. (looks like the situation is getting dangerous or out of hand)		
3450	10	173	(นี่)มันเท่ากับว่า	... (nîi) man tâo-gàp-wâa...		That’s like… / That’s the same as…		
3451	11	173	…ต้องมีข้อแลกเปลี่ยน	...dtɔ̂ng mii kɔ̂ɔ-lɛ̂ɛk-bplìan		…you have to get something in exchange. / …I have to get something in return.		
3452	12	173	รู้(สึก)ตัวอีกที	... rúu-(sʉ̀k)-dtua ìik-tii...		Before I knew it… / All of the sudden… / Next thing I knew…		
3453	13	173	…สามารถใช้เป็นหลักฐาน(... )	...sǎa-mâat chái bpen làk-tǎan(...)		…can be used as evidence (…)		
3454	14	173	…อาจนำไปสู่(มะเร็งตับ)	...àat nam-bpai-sùu (má-reng-dtàp)	FORMAL	…might result in (liver cancer). / …may lead to (liver cancer.)		
3455	15	173	(งานวิจัย)ชี้ชัด(อยู่)แล้วว่า	... (ngaan-wí-jai) chíi chát (yùu) lɛ́ɛo-wâa...		(Research) clearly shows… / (Research) confirms…		
3456	16	173	ตาเถร	dtaa-těen	IDIOM/SLANG	Holy Cow! / Shit! / Bejesus! / Holy Mackerel! / Oh my God!		
3457	17	173	มันออกจะแปลกๆ	man ɔ̀ɔk jà bplɛ̀ɛk-bplɛ̀ɛk		It’s rather strange. / That’s weird. / It seems rather weird.		
3458	18	173	เป็นพระคุณ	bpen-prá-kun	LITERARY	I’m much obliged. / I’m very grateful. / I really appreciate it.		
3459	19	173	นี่ไม่ใช่เวลามาเล่นนะ	nîi mâi-châi wee-laa maa lên ná		This is no time to play around!		
3460	20	173	ต้องคุยกับเขาให้รู้เรื่อง	dtɔ̌ng kui gàp kǎo hâi rúu-rʉ̂ang (		I) have to talk some sense into him! / (I) have to talk to him (and make him understand).		
3461	1	174	ฉันช่วยถือ	chǎn chûai tʉ̌ʉ		I’ll carry that for you. / I’ll hold that for you. / I’ll help you carry that.		
3462	2	174	เป็นผัวเมียกัน	bpen pǔa mia gan		They’re married. / They’re husband and wife. / They’re a couple.		
3463	3	174	เขาอาจตายได้	kǎo àat dtaai dâi		He might die. / She could die.		
3464	4	174	เธอไม่ได้มาด้วย	təə mâi-dâi maa dûai		She didn’t come. / She didn’t come with me.		
3465	5	174	รออีกสักหน่อยนะ(ครับ)	rɔɔ ìik sàk-nɔ̀i ná (kráp)		Wait a bit more. / Wait a while longer.		
3466	6	174	รออีกสักพักนะ(ครับ)	rɔɔ ìik sàk-pák ná (kráp)		Wait a bit more. / Wait a while longer.		
3467	7	174	รออีกสักสองสาม(วัน)	rɔɔ ìik sàk sɔ̌ɔng-sǎam (wan)		Wait a few more (days).		
3468	8	174	กลิ่น(มัน)แรงไปหน่อย	glìn (man) rɛɛng bpai nɔ̀i		The smell is (a bit) too strong. / It’s (a bit) overpowering.		
3469	9	174	ผม(จะ)หยิบให้	pǒm (jà) yìp hâi		I’ll get it for you. / I’ll grab it for you. / I’ll get it.		
3470	10	174	ขอทางหน่อย	kɔ̌ɔ-taang nɔ̀i		Excuse me… / Coming through. / Please move out of the way.		
3471	11	174	อย่าเพิ่งเลย	yàa pə̂ng ləəi		Not yet! / Not just yet! (Don’t do it yet.)		
3472	12	174	รอดมาได้	rɔ̂ɔt maa dâi		I survived. / She’s still alive.		
3473	13	174	เคยเจอมาแล้ว	kəəi jəə maa lɛ́ɛo		I’ve met him before. OR I’ve had that happen before. / I’ve been through that.		
3474	14	174	เราต้องรอให้	... rao dtɔ̂ng rɔɔ hâi...		We have to wait for… / We have to wait until…		
3475	15	174	เป็นไปได้	bpen-bpai dâi		It’s possible. / That’s possible.		
3476	16	174	อยู่นิ่งๆ	yùu nîng-nîng		Stay still! / Hold still!		
3477	17	174	ไม่มีพยาน	mâi-mii pá-yaan		There were no witnesses. / He hasn’t got any witnesses.		
3478	18	174	เราต้องไปช่วยเขา	rao dtɔ̂ng bpai chûai kǎo		We have to (go) help him. / We have to help her out.		
3479	19	174	ขอยืมเงินหน่อย	kɔ̌ɔ yʉʉm ngən nɔ̀i		Can I borrow some money?		
3480	20	174	หายโกรธหรือยัง	hǎai gròot rʉ̌ʉ-yang		Are you still angry?		
3481	1	175	มันทำให้เสียสมาธิ	man tam-hâi sǐa-sà-maa-tí		It’s distracting. / It makes me lose my focus.		
3482	2	175	ต้องตัดใจจากเขา	dtɔ̂ng dtàt-jai jàak kǎo		You have to let him go! / You have to get over her! / You have to forget him!		
3483	3	175	ผมมีข่าวมาแจ้งให้ทราบ	pǒm mii kàao maa jɛ̂ɛng hâi sâap	FORMAL	I have some news to tell you. / I have some news for you.		
3484	4	175	ขอโทษ(นะ)ที่ทำให้(คุณ)เป็นห่วง	kɔ̌ɔ-tôot (ná) tîi tam-hâi (kun) bpen-hùang		I’m sorry for making you worry. / I’m sorry for causing you to worry.		
3485	5	175	คุณจะว่าอย่างไร	kun jà wâa yàang-rai		What would you say?		
3486	6	175	ถอนคำพูด(นะ)	tɔ̌ɔn kam-pûut (ná)		Take it back! (what you said)		
3487	7	175	(ไม่เคยร้องไห้)ต่อหน้าคนอื่น	(mâi-kəəi rɔ́ɔng-hâi) dtɔ̀ɔ-nâa kon-ʉ̀ʉn (		I’ve never cried) in front of others.		
3488	8	175	ผล(ตรวจ)ออกมาแล้ว	pǒn(dtrùat) ɔ̀ɔk-maa lɛ́ɛo		The results are out. / The test came back.		
3489	9	175	คุณนั้นแหละ(ที่บ้า)	kun nán-lɛ̀ (tîi bâa)		YOU’RE the one (who’s crazy)! / (It’s YOU) who’s crazy!		
3490	10	175	เมื่อไม่กี่วันที่ผ่านมา	...  mʉ̂a mâi-gìi wan tîi pàan maa…	SEMI-FORMAL	A few days ago…		
3491	11	175	เมื่อไม่กี่วันก่อน	...  mʉ̂a mâi-gìi wan gɔ̀ɔn…	SEMI-FORMAL	A few days ago…		
3492	12	175	ถ้ามีใครรู้	... mâi-mii-krai rúu...		If anyone finds out… / If anyone knew…		
3493	13	175	ขอเพียงแค่	... kɔ̌ɔ piang-kɛ̂ɛ...		All (I) ask is… / (I) only ask that…		
3494	14	175	ไม่มีทางเบื่อแน่นอน	mâi-mii-taang bʉ̀a nɛ̂ɛ-nɔɔn (		I)’d never get bored! / There’s no way I’d ever get bored!		
