description,term
territorial waters,领水
terrorism,恐怖主义
terrorism Political activity that relies on violence or the threat of violence to achieve its ends.,反恐Fǎnkǒng
Teutonic knights,条顿骑士团
thawing of Cold War,冷战的缓和
The Andean Pact,安第斯条约集团
the consultation procedure,磋商程序
"the COREPER, Committee of Permanent Representatives",常驻代表委员会
the Council of Ministers,（欧盟）部长理事会（即欧盟理事会）
the Dayton Peace Accords,代顿协议
the European Commission,欧盟委员会
the European Council,欧洲委员会
the European Parliament,欧洲议会
the Five Principles of Peaceful Coexistence,和平共处五项原则
the Fourth Session of the Ninth National People's Congress,九届全国人大四次会议
the general offices of the NPC Standing Committee,全国人民代表大会常务委员会办公厅
the nature of man,人性
the NPC Presidium,全国人民代表大会主席团
the NPC Standing Committee,全国人民代表大会常务委员会
The Nuclear Supplier Group,核供应国集团
the Peloponnesian War,伯罗奔尼撒战争
the right to asylum,避难权
the strategy of developing the western region,西部大开发
the third world,第三世界
"the two major historic subjects of enhancing the abilities of administration and art of leadership and resisting corruption, guarding against degeneration and warding off risks.",两大历史性课题（提高党的执政能力和领导水平、提高拒腐防变和抵御风险能力）
"the two sides, the two parties",双方
theater missile defense,战区导弹防御系统
theocracy: A government based on religion and dominated by the clergy.,"神权政治,政教合一Zhèngjiào hé yī"
theoretical foundation,理论基础
theoretical framework,理论体系
theory of hegemony,霸权理论
Think tank,思想库/智囊团（台）
third secretary,三等秘书
"Third World Collectively, the developing nations of Asia, Africa, and Latin America, most of which were once European colonies; Third World nations tend to be poor and densely populated.",第三世界Dì sān shìjiè
Thirty Years War,三十年战争
"three direct links of trade , mail , and air and shipping services across the Taiwan Straits",三通(指台湾海峡两岸实现通商，通航和通邮)
"Three Emphases Education (to stress theoretical study, political awareness and good conduct)",三讲教育：讲学习，讲政治，讲正气
"Three Represents YTheory (the Party must always represent the requirements of the development of China's advanced productive forces, the orientation of the development of China's advanced culture, and the fundamental interests of the overwhelming majority of the people in China.)",三个代表
Three Self Patriotic Movement Committee of the Protestant Churches of China,"中国基督教""三自""爱国运动委员会"
Three-Gorges Project,三峡工程
"Tiananmen Square In 1989, unarmed civilian workers and students marched in Tiananmen Square in Beijing to demand democratic freedom and government reforms. Army troops responded with force, killing 1,500 demonstrators and wounding another 10,000.",天安門Tiān'ānmén
Ticket-splitting,选择投票
to assume one's post,就任
to be shocked to learn of,惊悉
to build a harmonious society,构建和谐社会
to combat the global economic slump,抵抗全球经济衰退
to convey one's sympathy,表示慰问
"to develop relations of peace and friendship, equality and mutual benefit, and prolonged stability",发展和平友好、平等互利、长期稳定的关系
to develop the national economy,发展民族经济
to establish consular relations,建立领事关系
to establish diplomatic relations at ambassadorial level,建立大使级外交关系
to establish normal state relations,建立正常的国家关系
to exchange ambassadors,互派大使
to exchange views,交换意见
to express regret,表示遗憾
to give a banquet in honour of...,宴请...
to lodge a protest with,向...提出抗议
to maintain neutrality,保持中立
"to make representations to, to take up a (the) matter with",向...交涉
to make up for each other's deficiencies,取长补短
to meet with,会见
to negotiate through diplomatic channels,通过外交途径进行谈判
to peddle munitions,贩卖军火
to present one's credentials,递交国书
to proceed to take up one's post,赴任
to propose a toast to...,提议为...干杯
to receive,接见
to request the consent of...,征求...的同意
"to resume charge of the office, to return to one's post",返任
to resume diplomatic relations,恢复外交关系
to review the guard of honour,检阅仪仗队
to safeguard national independence and the integrity of sovereignty,维护国家独立和主权完整
to safeguard national sovereignty and national resources,保卫国家主权和民族资源
to safeguard world peace,维护世界和平
to seek a fair and reasonable solution,求得公平合理的解决
to sever diplomatic relations,断绝外交关系
to solve disputes by peaceful means,用和平手段解决争端
to suspend diplomatic relations,中断外交关系
to take concerted steps,采取协调行动
to take exception to; to object to,提出异议
to undertake obligations in respect of the nuclear-free zone,对无核区承担义务
to upgrade diplomatic relations,外交关系升格
toast,祝酒词
Tokyo war-crimes trials,东京战犯审判
Toleration,宽容
total war,总体战争
totalitarian regime,极权主义政权
"totalitarianism A political system in which every facet of the society, the economy, and thegovernment is tightly controlled by the ruling elite. Secret police ter rorism and a radical ideology implemented through mass mobilization and propaganda are hallmarks of the totalitarian state's methods and goals.",極權主義Jíquán zhǔyì
township enterprises,乡镇企业
tracking poll Repeated sampling of voters to assess shifts in attitudes or behavior over time.,跟踪調查Gēnzōng diàochá
trade deficit,贸易赤字
Trade unions,工会
traditionalism,传统主义
transaction benefit,交易收益
transactionism,交流理论
transferring rights,权利让渡
Translators Association of China,中国翻译工作者协会
transmission of electricity from the western to the eastern region,西电东送
"transnational corporation, multinational corporation",跨国公司
transnational terrorism Exists when terrorist groups in different countries cooperate or when a group's terrorist actions cross national boundaries.,跨國恐怖主義Kuàguó kǒngbù zhǔyì
transnationalism,跨国主义
Transparency International,透明国际
trapped,被困的
treasury bond,公债
Treaty if Augsburg,奥格斯堡条约
Treaty of Westphalia,威斯特伐利亚和约
triangular diplomacy,三角外交
tripolar system,三极体系
Truman Doctrine: President Harry Truman's pledge of U.S. support for any free people threatened with revolution by an internal armed minority or an outside aggressor.,杜魯門主義Dùlǔmén zhǔyì
"trustee theory of representation: The theory that elected officials should be leaders, making informed choices in the interest of their constituencies.",受託人理論的代表性Shòutuō rén lǐlùn de dàibiǎo xìng
trusteeship,托管制度
Turnout,投票率
Tutelage,监护
two-level game or two-tier game,双层博弈
Tyranny,僭主制/暴政
tyranny of the majority: The political situation in which a dominant group uses its control of the government to abuse the rights of minority groups.,多數人暴政Duōshù rén bàozhèng
ultimatum,最后通牒
"ultranationalism: Extreme nationalism often associated with fascism; a militant right-wing orientation typically characterized by militarism, racial bigotry, and xenophobia.",極端民族主義Jíduān mínzú zhǔyì
UN General Assembly,联合国大会
unconditional surrender: Giving an all-but vanquished enemy a stark choice between surrendering immediately (placing itself entirely at the mercy of the victor) or being utterly destroyed.,無條件投降Wútiáojiàn tóuxiáng
unfair competition,不正当竞争
Unicameral,一院制
unilateralism,单边主义
"unipolar system: In international relations theory, the existence of a single invincible superpower; the inter national system said to have existed after the collapse of the Soviet Union left the United States as the sole remaining (and thus unrivalled) military and economic superpower on the world stage.",單極體系Dān jí tǐxì
unipolarity,单极
unitary system: A system in which the government may choose to delegate affairs to local government.,單一制Dānyī zhì
United Nations,联合国
United Nations Association of the People's Republic of China,中国联合国协会
"United Nations Educational, Scientific and Cultural Organization, UNESCO",联合国教育科学文化组织
unrest,动荡
urban social security system,城镇社会保障体系
urbanization,城市化
Uruguay Round,乌拉圭回合
utilitarian philosophy,功利主义哲学
utopian socialist Individuals who believed that public ownership of property could be effectively accomplished and could solve most important political problems.,"乌托邦理论,空想社會主義Kōngxiǎng shèhuì zhǔyì"
value judgment,价值判断
vassal state,附庸国
verbal note,普通照会
verification,核查
Versailles Treaty,《凡尔赛条约》
Veto,否决权
Vice County Mayor,副县长
Vice Premier,副总理
Vice Secretary of CPC County Committee,县委副书记
victorious nation,战胜国
Vienna Convention on Diplomatic Relations,维也纳外交关系公约
Vietnam War,越南战争
Violence,暴力
visit,访问
vital interests,重大利益
Voting,投票
war by misperception: Armed conflict that results when two nations fail to perceive one another's true intentions accurately.,戰爭誤解Zhànzhēng wùjiě
war by proxy,代理人战争
"war crime: Violation of generally accepted rules of war as established in the Geneva Conventions on the conduct of war. The Geneva Conventions call for the humanitarian treatment of civilians and prisoners of war, and respect for human life and dignity; crimes against humanity, such as genocide and ethnic cleansing, are also war crimes.",戰爭罪Zhànzhēng zuì
"war on terror: After 9/11, President George W. Bush declared a worldwide ""war on terrorism"" aimed at defeating international terrorist organizations, destroying terrorist training camps, and bringing terrorists themselves to justice.",反恐戰爭Fǎnkǒng zhànzhēng
"war powers: The U.S. Constitution gives the Congress the power to raise and support armies, to provide and maintain a navy, to make rules regulating the armed forces, and to declare war; it makes the president the commander in chief of the armed forces.",戰爭權力Zhànzhēng quánlì
warden,监狱长
"Warsaw Pact: A military alliance between the former Soviet Union and its satellite states, created in 1955, that established a unified military command and allowed the Soviet army to maintain large garrisons within the satellite states, ostensibly to defend them from outside attack.",華沙條約組織Huáshā tiáoyuē zǔzhī
weighted voting,加权表决
"Weimar Republic The constitutional democracy founded in Germany at the end of World War I by a constitutional convention convened in 1919 at the city of Weimar; associated with a period of political and economic turmoil, it ended when Hitler came to power in 1933.",魏瑪共和國Wèi mǎ gònghéguó
welcoming banquet,欢迎宴会
"welfare state: A state whose government is concerned with providing for the social welfare of its citizens and does so usually with specific public policies, such as health insurance, minimum wages, and housing subsidies.",福利國家Fúlì guójiā
Whigs and Tories,辉格党与托利党
winner-takes-all: Electoral system in which the candidate receiving the most votes wins.,贏家通吃Yíngjiā tōng chī
"withering away of the state: A Marxist category of analysis describing what happens after capitalism is overthrown, private property and social classes are abolished, and the need for coercive state power supposedly disappears.",消亡的狀態Xiāowáng de zhuàngtài
"WMD, Weapons of mass destruction",大规模杀伤性武器
Women's suffrage,妇女选举权
World Bank,世界银行
"World Court: Also known as the International Court of Justice, the principal judicial organ of the United Nations; the Court hears any case brought before it by parties who voluntarily accept its jurisdiction.",國際法庭Guójì fǎtíng
world federalism,世界联邦主义
World Health Organization (WHO),世界卫生组织
world system theory,世界体系理论
World Trade Organization (WTO),世界贸易组织
Xinhua News Agency,新华通讯社
Yalta Conference,雅尔塔会议
Young Plan,杨格计划
zero-sum game,零和游戏
"Zionism The movement whose genesis was in the reestablishment, and now the support of, the Jewish national state of Israel.",猶太复國主義Yóutài fù guó zhǔyì
Political action committee,政治行动委员会（美国）
Politburo(and Pesidium),政治局（及常务委员会）
