sentenceId	thai	phonetic	english	level
508-3.	หันมาทางนี้หน่อย / หันมาทางนี้สิ	hǎn maa taang-níi nɔ̀i / hǎn maa taang-níi sì	 Turn this way.	high-intermediate
508-4.	(ทุกคน)กลับกันไปหมด	(túk-kon) glàp gan bpai-mòt	 (Everyone)’s gone home already. / (Everyone)’s gone already.	high-intermediate
508-5.	เราต้องเอารถไปคืน	rao dtɔ̂ng ao rót bpai kʉʉn	 We have to return the car. / We have to take the car back.  (rental car, etc.)	high-intermediate
508-6.	รสเด็ดเลย(จ้า)	rót-dèt ləəi (jâa)	 It’s got such a yummy taste! / The taste is delicious! / It’s scrumptious!	high-intermediate
508-7.	อยู่นานเท่าไหร่ก็ได้	yùu naan tâo-rài gɔ̂ɔ-dâi	 You can stay as long as you want. / He can stay as long as he likes.	high-intermediate
508-8.	แอบชอบมานานแล้ว	ɛ̀ɛp chɔ̂ɔp maa naan lɛ́ɛo	 I’ve had a crush on him for a long time. / He’s secretly liked her for a long time.	high-intermediate
508-9.	(เลี้ยงลูกคนเดียว)ไม่ใช่ง่ายนะ	(líang lûuk kon-diao) mâi-châi ngâai ná	 It’s not easy to (raise a child alone).	high-intermediate
508-10.	…ติดอันดับท็อป (100) ของ…	...dtìt-an-dàp tɔ́p (nʉ̀ng-rɔ́ɔi) kɔ̌ɔng...	 (It)’s ranked in the top (100)…	high-intermediate
508-11.	…ช่วยชะลอความแก่	...chûai chá-lɔɔ kwaam-gɛ̀ɛ	 (It) slows down the aging process. 	high-intermediate
508-12.	(เธอ)รู้สึกเสียใจเป็นอย่างมาก(ที่...)	FORMAL (təə) rúu-sʉ̀k sǐa-jai bpen-yàang-mâak (tîi...)	 (She) was very sorry (that…) / (She)’s very disappointed (that…)	high-intermediate
508-13.	ทุกอย่างทำได้หมด	túk-yàang tam-dâi mòt	 I can do them all! / He can do anything!	high-intermediate
508-14.	บางทีเราอาจจะ(เกิดมาเพื่ออยู่คนเดียวก็ได้)	baang-tii rao àat-jà(gə̀ət maa pʉ̂a yùu kon-diao gɔ̂ɔ-dâi)	 Maybe I (was born to be alone). 	high-intermediate
508-15.	(การแข่งขัน)ถูกเลื่อนออกไปเป็น(เดือนกรกฎาคม)	(gaan-kɛ̀ng-kǎn) tùuk-lʉ̂an ɔ̀ɔk-bpai bpen (dʉan gà-rá-gà-daa-kom)	 (The competition) has been postponed until (July).	high-intermediate
508-16.	(หนู)จะเอาไปฝาก(แม่)	(nǔu) jà ao bpai fàak (mɛ̂ɛ)	 (I)’m gonna give it to (my mom).	high-intermediate
508-17.	(เขา)นอนขดตัวอยู่บนเตียง	(kǎo) nɔɔn kòt-dtua yùu bon dtiang	 (He) was curled up asleep on the bed. / (He) was sleeping on the bed curled up.	high-intermediate
508-18.	ปัญหาได้รับการแก้ไข(แล้ว)	FORMAL bpan-hǎa dâi-ráp gaan-gɛ̂ɛ-kǎi (lɛ́ɛo)	 The problem has been solved. / The problem was fixed. 	high-intermediate
508-19.	อาจจะเป็นอย่างนั้น(ก็ได้) / อาจเป็นอย่างนั้น(ก็ได้)	àat-jà bpen-yàang-nán (gɔ̂ɔ-dâi) / àat bpen-yàang-nán (gɔ̂ɔ-dâi)	 That might be the case.  / It could have been that way.	high-intermediate
508-20.	พบกันจนได้ / เราก็พบกันจนได้	LITERARY póp-gan jon-dâi / rao gɔ̂ɔ póp-gan jon-dâi	 We finally meet. / We finally met each other.	high-intermediate
509-1.	เราจะแข็งตาย	rao jà kɛ̌ng-dtaai	 I’m gonna freeze to death! / We’re going to freeze to death! 	high-intermediate
509-2.	(ไม่มีเซ็กซ์)นานเป็นชาติแล้ว	(mâi-mii sék) naan-bpen-châat lɛ́ɛo	 (I) (haven’t had sex) in ages! / (I) (haven’t had sex) for what it seems a lifetime!	high-intermediate
509-3.	เขาชอบอยู่ตัวคนเดียว	kǎo chɔ̂ɔp yùu dtua kon-diao	 He’s a loner. / She likes to be alone.	high-intermediate
509-4.	(เธอ)เป็นคนพูดน้อย	(təə) bpen kon pûut-nɔ́ɔi	 (She) doesn’t talk much. / (She) is a person of few words. 	high-intermediate
509-5.	(แฟน)เปลี่ยนไปเป็นคนละคนเลย	(fɛɛn) bplìan-bpai bpen kon-lá kon ləəi	 (My girlfriend) has changed into a completely different person! / (My boyfriend) has become a completely different person!	high-intermediate
509-6.	ทอดให้พอเหลือง	tɔ̂ɔt hâi pɔɔ lʉ̌ang	 Fry until golden brown.  (cooking instructions)	high-intermediate
509-7.	(มะม่วง)เปรี้ยวจี๊ด	(má-mûang) bprîao-jíit	 super sour (mango)	high-intermediate
509-8.	(เขา)เป็นคนเข้าถึงง่าย	(kǎo) bpen kon kâo-tʉ̌ng ngâai	 (He)’s very approachable.	high-intermediate
509-9.	มันเข้าถึงง่าย	man kâo-tʉ̌ng ngâai	 It’s easy to access. / It’s easy to get to.	high-intermediate
509-10.	เนื้อแน่นกว่า...	nʉ́a nɛ̂n gwàa...	 The texture is denser… / The meat is firmer…	high-intermediate
509-11.	รบกวนถามหน่อย...	POLITE róp-guan tǎam nɔ̀i...	 I was wondering… / I wanted to ask you something… (about to ask a question)	high-intermediate
509-12.	ยังไม่รวมถึง...	yang mâi-ruam-tʉ̌ng...	 Not to mention… / Not including…	high-intermediate
509-13.	ผมยาวประบ่า	pǒm yaao bprà-bpàa	 Shoulder-length hair. / Medium-length hair.	high-intermediate
509-14.	(พวกเขา)รออย่างกระวนกระวาย	LITERARY (pûak-kǎo) rɔɔ yàang-grà-won-grà-waai	 (They) waited restlessly. / (They) were anxiously waiting.  	high-intermediate
509-15.	ปีนี้จัดขึ้นระหว่างวันที่ (13-19 สิงหาคม)	bpii níi jàt-kʉ̂n rá-wàang wan-tîi (sìp-sǎam tʉ̌ng sìp-gâao sǐng-hǎa-kom)	 This year it’s held from (the 13th to the 19th of August). / This year it will be held from (August 13 to August 19). 	high-intermediate
509-16.	นอนลงกับพื้น	nɔɔn-long gàp pʉ́ʉn	 Down on the ground! / Get down on the floor!  OR  (He) lay on the floor.	high-intermediate
509-17.	ก้าวออกมาข้างหน้า	gâao ɔ̀ɔk-maa kâang-nâa	 Step forward!	high-intermediate
509-18.	(เรา)ต้องเตรียมแผนสำรอง(ไว้)	(rao) dtɔ̂ng dtriam pɛ̌ɛn sǎm-rɔɔng (wái)	 (We) have to prepare a back-up plan. / (We) have to have a contingency plan.	high-intermediate
509-19.	ผมว่าไม่ต้องหรอก(ครับ)	pǒm wâa mâi-dtɔ̂ng lɔ̀k (kráp)	 I don’t think you need to do that. / I don’t think it’s necessary.	high-intermediate
509-20.	ขยับเข้ามาอีกนิด	kà-yàp kâo-maa ìik nít	 Move a little closer. / Scoot a bit closer (to me).	high-intermediate
513-1.	ใครๆก็รู้จัก	krai-krai gɔ̂ɔ rúu-jàk	 Everyone knows it! / Everybody knows her! 	high-intermediate
513-2.	(หน้า)เหมือนกันเปี๊ยบ	(nâa) mʉ̌an-gan bpíap	 (They look) exactly the same! / (They look) identical!	high-intermediate
513-3.	ใช้แทนกันได้ไหม / ใช้แทนกันได้มั้ย / ใช้แทนกันได้หรือเปล่า	chái tɛɛn gan dâi-mǎi / chái tɛɛn gan dâi-mái / chái tɛɛn gan dâi rʉ̌ʉ-bplàao	 Are they interchangeable? / Can they be used interchangeably?	high-intermediate
513-4.	ต้องวางเงินจองก่อน	dtɔ̂ng waang ngən jɔɔng gɔ̀ɔn	 (You) have to pay a deposit (to reserve it).	high-intermediate
513-5.	ห้ามขำนะ	hâam kǎm ná	 Don’t laugh!	high-intermediate
513-6.	จงทำในสิ่งที่ถูกต้อง	SEMI-LITERARY  jong tam nai sìng tîi tùuk-dtɔ̂ng	 Do the right thing.	high-intermediate
513-7.	(ช่วย)ลองใส่ให้ดูหน่อย	(chûai) lɔɔng sài hâi duu nɔ̀i	 Try it on for me.	high-intermediate
513-8.	ควรปรึกษาแพทย์ทันที	FORMAL kuan bprʉ̀k-sǎa pɛ̂ɛt tan-tii	 You should consult a doctor right away.	high-intermediate
513-9.	(ผมสัญญาว่า)จะปรับปรุงตัวให้ดีขึ้น	(pǒm sǎn-yaa wâa) jà bpràp-bprung-dtua hâi dii-kʉ̂n	 (I promise I)’ll improve. / (I promise I)’ll change myself for the better.	high-intermediate
513-10.	เรื่องมีอยู่ว่า... / มีอยู่ว่า...	LITERARY rʉ̂ang mii yùu wâa... / mii yùu wâa...	 The story goes… / (It) goes like this…	high-intermediate
513-11.	…เป็นที่ชื่นชอบของ(ทั้งเด็กและผู้ใหญ่)	FORMAL/LITERARY ...bpen-tîi-chʉ̂ʉn-chɔ̂ɔp kɔ̌ɔng (táng dèk lɛ́ pûu-yài)	 …(it)’s a favorite of both children and adults. / …(it)’s loved by both children and adults.	high-intermediate
513-12.	…ไม่กินพื้นที่มาก /	…ไม่กินพื้นที่เยอะ    ...mâi gin-pʉ́ʉn-tîi mâak / ...mâi gin-pʉ́ʉn-tîi yə́	 …(it) doesn’t take up much space.	high-intermediate
513-13.	(สาววัย 25) คุมรถไม่อยู่(...)	(sǎao wai yîi-sìp-hâa) kum rót mâi-yùu (...)	 (A 25-year-old woman) lost control of her vehicle (…)	high-intermediate
513-14.	…ไม่ค่อยได้รับความนิยม(เท่าไร)	FORMAL ...mâi-kɔ̂i dâi-ráp kwaam-ní-yom (tâo-rài)	 …(it) wasn’t (so) popular. / …(it) isn’t (very) popular. 	high-intermediate
513-15.	มาดูกันว่า(จะได้อะไร)	maa duu gan wâa (jà dâi à-rai)	 Let’s see (what we get).  (see how something turns out)	high-intermediate
513-16.	(เขา)ไอเป็นเลือด	(kǎo) ai bpen lʉ̂at	 (He)’s coughing up blood.	high-intermediate
513-17.	ไม่เป็นไรดีกว่า(ค่ะ)	POLITE REFUSAL mâi-bpen-rai dii-gwàa (kà)	 I’d better not. / I’d rather not. / No thank you.	high-intermediate
513-18.	ทำไมกูต้องเชื่อมึงด้วย	tam-mai guu dtɔ̂ng chʉ̂a mʉng dûai	 Why do I have to believe you?!	high-intermediate
513-19.	(มัน)ไม่ได้แย่อย่างที่คุณคิด / ไม่ได้แย่อย่างที่คิด	(man) mâi-dâi yɛ̂ɛ yàang-tîi kun kít / mâi-dâi yɛ̂ɛ yàang-tîi kít	 (It)’s not as bad as you think. / (It) wasn’t as bad as I thought.	high-intermediate
513-20.	จะไปหาเงินมาจากไหน	jà bpai hǎa-ngən maa-jàak nǎi	 Where am I gonna get the money? / Where are you going to make the money?	high-intermediate
514-1.	มันเขี้ยว	IDIOM/INFORMAL man-kîao	 I just wanna eat you up! / I just wanna squeeze it! / You’re so cute (that I wanna eat you up)!	high-intermediate
514-2.	แน่นอนอยู่แล้ว	nɛ̂ɛ-nɔɔn yùu-lɛ́ɛo	 Definitely! / Of course!	high-intermediate
514-3.	ช่วยเช็คให้หน่อยได้ไหมคะ	chûai chék hâi nɔ̀i dâi-mǎi ká	 Can you please check this for me? / Could you check for me please?	high-intermediate
514-4.	บอกฉันมาตรงๆ(นะ) / บอกมาตรงๆ(นะ)	bɔ̀ɔk chǎn maa dtrong-dtrong (ná) / bɔ̀ɔk maa dtrong-dtrong (ná)	 Give it to me straight. / Tell me honestly. 	high-intermediate
514-5.	อย่าไปสนคำพูด(คนอื่น) / อย่าไปสนใจคำพูด(คนอื่น)	yàa bpai sǒn kam-pûut (kon-ʉ̀ʉn) / yàa bpai sǒn-jai kam-pûut (kon-ʉ̀ʉn)	 Don’t worry about what (others) say. 	high-intermediate
514-6.	(คุณ)เองก็ทำได้เหมือนกัน / (คุณ)เองก็ทำได้เช่นกัน	(kun) eeng gɔ̂ɔ tam-dâi mʉ̌an-gan / (kun) eeng gɔ̂ɔ tam-dâi chên-gan	 (You) can do it too.	high-intermediate
514-7.	กินเต็มที่เลย	INFORMAL gin dtem-tîi ləəi	 Eat all you want.	high-intermediate
514-8.	ไม่มีวันเป็นจริงได้	mâi-mii-wan bpen-jing dâi	 It’s impossible (to come true).	high-intermediate
514-9.	หน้าเครียดเชียว	nâa krîat chiao	 You look so serious! / You look really stressed out!	high-intermediate
514-10.	…เป็นอันตรายต่อชีวิต	...bpen an-dtà-raai-dtɔ̀ɔ-chii-wìt	 …(it) can be fatal. / ...(it) can be life-threatening.	high-intermediate
514-11.	(ต้อง)ถามใจตัวเองว่า.../ (ต้อง)ถามตัวเองว่า...  	(dtɔ̂ng) tǎam jai dtua-eeng wâa... / (dtɔ̂ng) tǎam dtua-eeng wâa…	 (You have to) ask yourself…	high-intermediate
514-12.	(เมื่อ)เจอทางตัน...	(mʉ̂a) jəə taang-dtan...	 (When) you come to a dead end… / (When) you reach an impasse…	high-intermediate
514-13.	ขอขอบคุณที่...	FORMAL kɔ̌ɔ kɔ̀ɔp-kun tîi...	 I’d like to thank you for… / We thank you that…	high-intermediate
514-14.	ข้อดีที่สุดของ(การมีรถเป็นของตัวเอง)คือ...	kɔ̂ɔ dii-tîi-sùt kɔ̌ɔng (gaan-mii rót bpen kɔ̌ɔng-dtua-eeng) kʉʉ...	 The best thing about (having your own car) is… 	high-intermediate
514-15.	ต้มให้เดือด	dtôm hâi dʉ̀at	 Bring it to a boil. (cooking)	high-intermediate
514-16.	(ทั้งสอง)มีใจให้กัน	(táng-sɔ̌ɔng) mii-jai-hâi-gan	 (The two of them) feel the same way about each other. / (They) have a mutual affection.	high-intermediate
514-17.	(สาวมุสลิม)ถูกพบเป็นศพ	(sǎao mút-sà-lim) tùuk póp bpen sòp	 (A Muslim lady) was found dead.	high-intermediate
514-18.	(เขา)ถูกแทงข้างหลัง / (เขา)โดนแทงข้างหลัง	(kǎo) tùuk tɛɛng kâang-lǎng / (kǎo) doon tɛɛng kâang-lǎng	 (He) was stabbed in the back. / (He) was betrayed.	high-intermediate
514-19.	ไม่มีความคิดเป็นของตัวเอง	mâi-mii kwaam-kít bpen-kɔ̌ɔng dtua-eeng	 He has no mind of his own. / You have no mind of your own.	high-intermediate
514-20.	ให้เป็นอดีตไป / ให้มันเป็นอดีตไป	hâi bpen à-dìit bpai / hâi man bpen à-dìit bpai	 Let go of the past. / Let bygones be bygones.	high-intermediate
516-1.	สีนั้นเหมาะกับ(คุณ)	sǐi nán mɔ̀-gàp (kun)	 That color looks good on (you)! 	high-intermediate
516-2.	คงทำอะไรไม่ได้(มาก)	kong tam à-rai mâi-dâi (mâak)	 You probably can’t do anything. / There’s not much you can do.	high-intermediate
516-3.	ไม่มีที่ไหนเหมือน(บ้าน) / ไม่มีที่ใดเหมือน(บ้าน)	mâi-mii tîi-nǎi mʉ̌an (bâan) / mâi-mii tîi-dai mʉ̌an (bâan)	 There’s no place like (home).	high-intermediate
516-4.	(Spot Bitcoin ETF) ได้รับความนิยมเพิ่มขึ้น / (Spot Bitcoin ETF) ได้รับความนิยมเพิ่มมากขึ้น	(Spot Bitcoin ETF) dâi-ráp kwaam-ní-yom pə̂əm-kʉ̂n / (Spot Bitcoin ETF) dâi-ráp kwaam-ní-yom pə̂əm-mâak-kʉ̂n	 (Spot Bitcoin ETF) is becoming increasingly popular. / (Spot Bitcoin ETF) is gaining in popularity. 	high-intermediate
516-5.	ผมเดินไปส่งเธอที่(รถ)	pǒm dəən bpai sòng təə tîi (rót)	 I walked her to the (car).	high-intermediate
516-6.	เป็นส่วนหนึ่งของการผจญภัย	bpen sùan-nʉ̀ng kɔ̌ɔng gaan-pà-jon-pai	 It’s part of the adventure.	high-intermediate
516-7.	ต้องควบคุมน้ำหนัก(ตัว)	dtɔ̂ng kûap-kum nám-nàk (dtua)	 (You) have to control your weight.	high-intermediate
516-8.	จะทำยังไงให้เขาเข้าใจ / จะทำอย่างไรให้เขาเข้าใจ	jà tam yang-ngai hâi kǎo kâo-jai / jà tam yàang-rai hâi kǎo kâo-jai	 What can I do to make her understand? 	high-intermediate
516-9.	ความไม่แน่นอนมีสูง	FORMAL kwaam-mâi-nɛ̂ɛ-nɔɔn mii-sǔung	 There’s a lot of uncertainty. / There was a lot of uncertainty.	high-intermediate
516-10.	โปรดจงรู้ว่า...	LITERARY   bpròot jong rúu wâa...	 Please know that…	high-intermediate
516-11.	(…)มีอิทธิพลอย่างมากต่อ(ชีวิตของเรา)	(...) mii ìt-tí-pon yàang-mâak dtɔ̀ɔ (chii-wít kɔ̌ɔng rao)	 (It) has a big influence on (our lives).	high-intermediate
516-12.	…เพิ่มความเสี่ยงต่อโรค(เบาหวาน)	...pə̂əm kwaam-sìang dtɔ̀ɔ rôok (bao-wǎan)	 …(it) increases the risk of (diabetes).	high-intermediate
516-13.	…อยู่ใน (5) อันดับ…  	...yùu-nai (hâa) an-dàp...	 …in the top (5)…	high-intermediate
516-14.	(นาย)ต้องสัญญาก่อนว่าจะ...	(naai) dtɔ̂ng sǎn-yaa gɔ̀ɔn wâa jà...	 (You) have to first promise me that… / First, (you) have to promise that… 	high-intermediate
516-15.	ขั้นต่อไปคือ...	kân dtɔ̀ɔ-bpai kʉʉ...	 The next step is…	high-intermediate
516-16.	(…)เป็นประเด็นที่อ่อนไหว	(...) bpen bprà-den tîi ɔ̀ɔn-wǎi	 (…) it’s a sensitive issue. /  (…) that’s a touchy issue.	high-intermediate
516-17.	เป็นเรื่องที่เป็นไปไม่ได้	bpen rʉ̂ang tîi bpen-bpai-mâi-dâi	 It’s an impossibility! / Never gonna happen!	high-intermediate
516-18.	สงสารฉันด้วย	sǒng-sǎan chǎn dûai	 Have pity on me!	high-intermediate
516-19.	(เขา)เฉียดตาย	(kǎo) chìat dtaai	 (He) nearly died! / (She) almost died!	high-intermediate
516-20.	ทำไมตั้งชื่อนี้(ล่ะ)	INFORMAL   tam-mai dtâng-chʉ̂ʉ níi (lâ)	 Why did you name it that? / Why do you call it that?	high-intermediate
517-1.	หิวจนตาลาย	INFORMAL   hǐu jon dtaa-laai	 I’m so hungry I can’t see straight! / I’m absolutely famished! 	high-intermediate
517-2.	เราไม่เก่งเลข	rao mâi-gèng lêek	 I’m not good with numbers. / I’m not good at math.	high-intermediate
517-3.	เป็นกิจวัตรประจำวัน(เรา) / เป็นกิจวัตรประจำวันของ(เรา)	bpen gìt-jà-wát bprà-jam wan (rao) / bpen gìt-jà-wát bprà-jam wan kɔ̌ɔng (rao)	 It’s my daily routine. 	high-intermediate
517-4.	(ปูติน)ได้รับเลือกตั้งเป็น(ประธานาธิบดี)	(bpuu-dtin) dâi-ráp lʉ̂ak-dtâng bpen (bprà-taa-naa-tí-bɔɔ-dii)	 (Putin) was elected as (President). / (Putin) was elected (President).	high-intermediate
517-5.	มีเหตุระเบิด	mii hèet-rá-bə̀ət	 There was an explosion. / There has been an explosion.	high-intermediate
517-6.	เป็นเงินก้อนใหญ่	bpen ngən gɔ̂ɔn yài	 It’s a big chunk of money. / That’s a lot of money.	high-intermediate
517-7.	ก็เรื่องเดิมๆ / เรื่องเดิมๆ	gɔ̂ɔ rʉ̂ang dəəm-dəəm / rʉ̂ang dəəm-dəəm	 Same old thing. / Same old same old.	high-intermediate
517-8.	(เธอ)ถูกพักการเรียน	(təə) tùuk-pák gaan-rian	 (She) was suspended.  (from school)	high-intermediate
517-9.	อายุห่างกันเยอะ	aa-yú hàang-gan yə́	 There’s a big difference in their ages. / There’s a big age difference.	high-intermediate
517-10.	เมื่อถึงเวลานั้น...	mʉ̂a tʉ̌ng wee-laa nán...	 When that time comes… / When it comes to that time…	high-intermediate
517-11.	…เป็นตัวอย่างที่ชัดเจนว่า...	...bpen dtua-yàang tîi chát-jeen wâa...	 …(it)’s a clear example of… / …(it)’s a clear example that…	high-intermediate
517-12.	…ในระยะยาว...	...nai rá-yá yaao...	 …in the long run… / …over a long period of time…	high-intermediate
517-13.	(…)ไม่ว่าจะยากแค่ไหน(ก็ตาม)	(...) mâi-wâa jà yâak yɛ̂ɛ-nǎi (gɔ̂ɔ-dtaam)	 (…) no matter how hard it is.	high-intermediate
517-14.	(บางคน)เชื่อว่าเป็นเพราะ...	(baang kon) chʉ̂a wâa bpen prɔ́	 (Some people) believe it’s because… / (Some people) believe it was due to… 	high-intermediate
517-15.	ไม่ได้วางแผนจะ...	mâi-dâi waang-pɛ̌ɛn jà...	 (I) wasn’t planning to… / I’m not planning to… / I didn’t plan to…	high-intermediate
517-16.	ทุกเพศ ทุกวัย ทุกสถานะ...	túk pêet  túk wai  túk sà-tǎa-ná...	 Every sex, every age, every status…	high-intermediate
517-17.	จะตอบเขาว่าอย่างไร / จะตอบว่าอย่างไร / จะตอบว่ายังไง	jà dtɔ̀ɔp kǎo wâa yàang-rai / jà dtɔ̀ɔp wâa yàang-rai / jà dtɔ̀ɔp wâa yang-ngai	 How should I answer? / How will you answer him?	high-intermediate
517-18.	ต้องใช้เงินลงทุนสูง	dtɔ̂ng chái-ngən long-tun sǔung	 (You) have to make a big investment. / (You) have to invest a lot.	high-intermediate
517-19.	ไม่มีทางเลี่ยง	mâi-mii-taang lîang	 There’s no way to avoid him. / There’s no way around it. 	high-intermediate
517-20.	เป็นความท้าทายสำหรับ(ฉัน)	bpen kwaam-táa-taai sǎm-ràp (chǎn)	 It was a challenge for (me). / It’s a challenge for (me).	high-intermediate
519-1.	ถ้าท้องขึ้นมาจะทำยังไง	tâa tɔ́ɔng kʉ̂n maa jà tam yang-ngai	 What if I get pregnant?! / What will you do if you get pregnant? 	high-intermediate
519-2.	พี่ไม่คุยด้วยแล้ว	INFORMAL pîi mâi kui dûai lɛ́ɛo	 I’m not talking to you anymore! / I’m done talking about this!	high-intermediate
519-3.	แบบนั้นแย่กว่า	bɛ̀ɛp-nán yɛ̂ɛ-gwàa	 That’s even worse. / That way would be worse.	high-intermediate
519-4.	(เธอ)ล้มลงไปกับพื้น	(təə) lóm-long bpai gàp pʉ́ʉn	 (She) fell to the floor. / (She) fell on the ground.	high-intermediate
519-5.	ต้องเย็บถึง (19) เข็ม	dtɔ̂ng yép tʉ̌ng (sìp-gâao) kěm	 (She) had to have (19) stitches.	high-intermediate
519-6.	ฉันอยากเป็นแม่คน	chǎn yàak bpen mɛ̂ɛ kon	 I wanna be a mother.	high-intermediate
519-7.	ไม่เคยคิดเลยสักนิดว่า(จะเจ็บปวดขนาดนี้)	mâi-kəəi kít ləəi sàk nít wâa (jà jèp-bpùat kà-nàat-níi)	 I never thought before that (it would hurt this much). / She never, even once, thought before that (it would hurt this much).	high-intermediate
519-8.	พูดได้เท่านี้	pûut dâi tâo-níi	 That’s all I can say. / I can only say this much.	high-intermediate
519-9.	ใครเป็นต้นคิด	krai bpen dtôn-kít	 Whose idea was that? / Who thought of that idea?	high-intermediate
519-10.	…ทำให้มีโอกาสเป็น(มะเร็ง)เพิ่มขึ้น /…ทำให้มีโอกาสเป็น(มะเร็ง)สูงขึ้น  	tam-hâi mii-oo-gàat bpen (má-reng) pə̂əm-kʉ̂n / tam-hâi mii-oo-gàat bpen (má-reng) sǔung-kʉ̂n	 …(it) increases your chances of getting (cancer).	high-intermediate
519-11.	…เพื่อที่จะได้ไม่ต้อง(เสียภาษี)	...pʉ̂a-tîi-jà dâi mâi-dtɔ̂ng (sǐa paa-sîi)	 …so you don’t have to (pay tax).	high-intermediate
519-12.	(…)ยังไม่สามารถแก้ไขปัญหาได้	FORMAL (...) yang mâi-sǎa-mâat gɛ̂ɛ-kǎi bpan-hǎa dâi	 (…) (they) still were unable to solve the problem.	high-intermediate
519-13.	มีคำพูดที่ว่า (‘ความรักทำให้คนตาบอด’)… / มีคำพูดว่า (‘ความรักทำให้คนตาบอด’)…   	mii kam-pûut tîi wâa ('kwaam-rák tam-hâi dtaa-bɔ̀ɔt')... / mii kam-pûut wâa ('kwaam-rák tam-hâi dtaa-bɔ̀ɔt')...	 There’s a saying (‘Love is Blind’)…	high-intermediate
519-14.	ข้อควรระวังคือ...	FORMAL   kɔ̂ɔ kuan rá-wang kʉʉ...	 Precautions… / Things you should be careful of…  (instructions on medicine, etc.) 	high-intermediate
519-15.	ต่อมาไม่นาน...	LITERARY   dtɔ̀ɔ-maa mâi-naan...	 Not long after (that)…	high-intermediate
519-16.	(พ่อแม่)ไม่ได้เรียนสูง	(pɔ̂ɔ-mɛ̂ɛ) mâi-dâi rian-sǔung	 (My parents) don’t have a high level of education. 	high-intermediate
519-17.	ไปสืบมาแล้ว	bpai sʉ̀ʉp maa lɛ́ɛo	 (I) went to check it out already. / (I) already checked it out.	high-intermediate
519-18.	(มัน)ดูผิดที่ผิดทาง	(man) duu pìt-tîi-pìt-taang	 (It) looks out of place.	high-intermediate
519-19.	(เรา)ต้องผ่านไปให้ได้	(rao) dtɔ̂ng pàan-bpai hâi-dâi	 (We) have to get past this. / (We) have to get through this.	high-intermediate
519-20.	ขำไม่หยุด(เลย)	kǎm mâi-yùt (ləəi)	 (I) can’t stop laughing!	high-intermediate
521-1.	ใส่อะไรก็สวยอยู่แล้ว	sài à-rai gɔ̂ɔ sǔai yùu-lɛ́ɛo	 You look beautiful no matter what you wear. / Whatever you wear, you look beautiful. 	high-intermediate
521-2.	เล่นบ้าอะไร(เนี่ย)	INFORMAL   lên bâa à-rai (nîa)	 What is this nonsense?! / What are you up to?! / What kind of game are you playing?!	high-intermediate
521-3.	ไม่อยากให้เกิดขึ้นเลย	mâi-yàak-hâi gə̀ət-kʉ̂n ləəi	 I wish it had never happened. / I didn’t want it to happen.	high-intermediate
521-4.	อยู่มุมขวาล่างของ(หน้าจอ) / อยู่ทางมุมขวาล่างของ(หน้าจอ)	yùu mum kwǎa lâang kɔ̌ɔng (nâa-jɔɔ) / yùu taang mum kwǎa lâang kɔ̌ɔng (nâa-jɔɔ)	 (It)’s in the bottom right corner of (the screen).  	high-intermediate
521-5.	อยู่มุมซ้ายล่างของ(หน้าจอ) / อยู่ทางมุมซ้ายล่างของ(หน้าจอ)	yùu mum sáai lâang kɔ̌ɔng (nâa-jɔɔ) / yùu taang mum sáai lâang kɔ̌ɔng (nâa-jɔɔ)	 (It)’s in the bottom left corner of (the screen).  	high-intermediate
521-6.	อยู่มุมซ้ายบนของ(หน้าจอ) / อยู่ทางมุมซ้ายบนของ(หน้าจอ)	yùu mum sáai bon kɔ̌ɔng (nâa-jɔɔ) / yùu taang mum sáai bon kɔ̌ɔng (nâa-jɔɔ)	 (It)’s in the top left corner of (the screen). 	high-intermediate
521-7.	อยู่มุมขวาบนของ(หน้าจอ) / อยู่ทางมุมขวาบนของ(หน้าจอ)	yùu mum kwǎa bon kɔ̌ɔng (nâa-jɔɔ) / yùu taang mum kwǎa bon kɔ̌ɔng (nâa-jɔɔ)	 (It)’s in the top right corner of (the screen).	high-intermediate
521-8.	หากทำให้ไม่สบายใจ(ต้องขอโทษด้วย) / ถ้าทำให้ไม่สบายใจ(ต้องขอโทษด้วย)	hàak tam-hâi mâi-sà-baai-jai (dtɔ̂ng kɔ̌ɔ-tôot dûai) / tâa tam-hâi mâi-sà-baai-jai (dtɔ̂ng kɔ̌ɔ-tôot dûai)	 If it upsets you, (I apologize). / If it makes her feel uncomfortable, (I apologize).	high-intermediate
521-9.	โดนจัดฉาก / ถูกจัดฉาก	doon jàt-chàak / tùuk jàt-chàak	 I was set up. / It was staged.	high-intermediate
521-10.	…ลงท้ายด้วยตัว ’s’   	 ...long-táai dûai dtua 's'	 (It) ends in an ’s’. / (It) ends with the letter ’s’.	high-intermediate
521-11.	หากจำเป็น(ก็)...	FORMAL hàak jam-bpen (gɔ̂ɔ)...	 If necessary… / If it’s necessary… 	high-intermediate
521-12.	อะไรที่ทำให้คุณคิดว่า.../ อะไรทำให้คุณคิดว่า...   	à-rai tîi tam-hâi kun kít wâa... / à-rai tam-hâi kun kít wâa...	 What makes you think (that)…	high-intermediate
521-13.	ถ้าคิดในแง่ดี(ก็)...	tâa kít nai ngɛ̂ɛ-dii (gɔ̂ɔ)...	 If you look at it positively… / If you look on the bright side…	high-intermediate
